rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
369,21.99,,Payton OTTERDAHL,02 APR 1996,USA,3,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1240,shot-put,throws,male,senior
369,21.99,,Tom WALSH,01 MAR 1992,NZL,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,1240,shot-put,throws,male,senior
376,21.98,,Udo BEYER,09 AUG 1955,GDR,1,Erfurt (GER),18 MAY 1980,1239,shot-put,throws,male,senior
376,21.98,,Udo BEYER,09 AUG 1955,GDR,1,Split (CRO),30 APR 1984,1239,shot-put,throws,male,senior
376,21.98,,Gregg TAFRALIS,09 APR 1958,USA,1,"Los Gatos, CA (USA)",13 JUN 1992,1239,shot-put,throws,male,senior
376,21.98,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,Linz (AUT),25 AUG 1993,1239,shot-put,throws,male,senior
376,21.98,,Michał HARATYK,10 APR 1992,POL,2,"Stadion Śląski, Chorzów (POL)",16 JUN 2019,1239,shot-put,throws,male,senior
376,21.98,,Tom WALSH,01 MAR 1992,NZL,1,"Fountains, Zagreb (CRO)",02 SEP 2019,1239,shot-put,throws,male,senior
382,21.97,,Alessandro ANDREI,03 JAN 1959,ITA,1,Torino (ITA),28 MAY 1987,1239,shot-put,throws,male,senior
382,21.97,,Alessandro ANDREI,03 JAN 1959,ITA,1,Firenze (ITA),17 JUN 1987,1239,shot-put,throws,male,senior
382,21.97,,Werner GÜNTHÖR,01 JUN 1961,SUI,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993,1239,shot-put,throws,male,senior
382,21.97,,Janus ROBBERTS,10 MAR 1979,RSA,1,"Eugene, OR (USA)",02 JUN 2001,1239,shot-put,throws,male,senior
382,21.97,,Ryan WHITING,24 NOV 1986,USA,1f2,"Eugene, OR (USA)",12 JUN 2010,1239,shot-put,throws,male,senior
382,21.97,,David STORL,27 JUL 1990,GER,1,London (GBR),20 JUL 2014,1239,shot-put,throws,male,senior
382,21.97,,Konrad BUKOWIECKI,17 MAR 1997,POL,1,"Kombank Arena, Beograd (SRB) (i)",04 MAR 2017,1239,shot-put,throws,male,senior
382,21.97,,Tom WALSH,01 MAR 1992,NZL,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1239,shot-put,throws,male,senior
382,21.97,,Michał HARATYK,10 APR 1992,POL,2,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1239,shot-put,throws,male,senior
382,21.97,,Konrad BUKOWIECKI,17 MAR 1997,POL,1,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1239,shot-put,throws,male,senior
382,21.97,,Joe KOVACS,28 JUN 1989,USA,2,"Fountains, Zagreb (CRO)",10 SEP 2022,1239,shot-put,throws,male,senior
382,21.97,,Payton OTTERDAHL,02 APR 1996,USA,1,"Stade Olympique, Rabat (MAR)",25 MAY 2025,1239,shot-put,throws,male,senior
394,21.96,,Mikhail KOSTIN,10 MAY 1959,URS,1,Vitebsk (URS),06 JUL 1986,1238,shot-put,throws,male,senior
394,21.96,,Ulf TIMMERMANN,01 NOV 1962,GDR,2,Potsdam (GDR),20 AUG 1987,1238,shot-put,throws,male,senior
394,21.96,,Reese HOFFA,08 OCT 1977,USA,2,"Indianapolis, IN (USA)",23 JUN 2006,1238,shot-put,throws,male,senior
394,21.96,,Christian CANTWELL,30 SEP 1980,USA,1,"Carson, CA (USA)",20 MAY 2007,1238,shot-put,throws,male,senior
394,21.96,,O'Dayne RICHARDS,14 DEC 1988,JAM,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1238,shot-put,throws,male,senior
394,21.96,,Tom WALSH,01 MAR 1992,NZL,3,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1238,shot-put,throws,male,senior
394,21.96,,Tom WALSH,01 MAR 1992,NZL,1,"Sportovní Hala, Nehvizdy (CZE) (i)",20 FEB 2024,1238,shot-put,throws,male,senior
