rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
312,9.90,+1.4,Trayvon BROMELL,10 JUL 1995,USA,1h3,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1241,100-metres,sprints,male,senior
312,9.90,-0.3,Trayvon BROMELL,10 JUL 1995,USA,1sf1,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1242,100-metres,sprints,male,senior
312,9.90,+0.9,Akani SIMBINE,21 SEP 1993,RSA,4sf3,"National Stadium, Tokyo (JPN)",01 AUG 2021,1241,100-metres,sprints,male,senior
312,9.90,+2.0,Benjamin AZAMATI,14 JAN 1998,GHA,1h1,"Mike A. Myers Stadium, Austin, TX (USA)",25 MAR 2022,1241,100-metres,sprints,male,senior
312,9.90,+1.8,Micah WILLIAMS,12 NOV 2001,USA,4,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1241,100-metres,sprints,male,senior
312,9.90,+1.8,Elijah HALL,22 AUG 1994,USA,5,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1241,100-metres,sprints,male,senior
312,9.90,-0.1,Oblique SEVILLE,16 MAR 2001,JAM,1sf3,"Hayward Field, Eugene, OR (USA)",16 JUL 2022,1241,100-metres,sprints,male,senior
312,9.90,+1.8,Godson Oke OGHENEBRUME,27 MAY 2003,NGR,2,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1241,100-metres,sprints,male,senior
312,9.90,+0.9,Cravont CHARLESTON,02 JAN 1998,USA,1,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",17 JUN 2023,1241,100-metres,sprints,male,senior
312,9.90,-0.3,Oblique SEVILLE,16 MAR 2001,JAM,1sf3,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1242,100-metres,sprints,male,senior
312,9.90,0.0,Shainer REGINFO MONTOYA,08 APR 2002,CUB,1f1,"Helmántico, Salamanca (ESP)",01 JUN 2024,1241,100-metres,sprints,male,senior
312,9.90,-1.4,Akani SIMBINE,21 SEP 1993,RSA,1f1,"National Stadium, Gaborone (BOT)",12 APR 2025,1249,100-metres,sprints,male,senior
359,9.91,+1.2,Dennis MITCHELL,20 FEB 1966,USA,3,"National Stadium, Tokyo (JPN)",25 AUG 1991,1238,100-metres,sprints,male,senior
359,9.91,+1.9,Linford CHRISTIE,02 APR 1960,GBR,1,Victoria (CAN),23 AUG 1994,1238,100-metres,sprints,male,senior
359,9.91,+1.3,Donovan BAILEY,16 DEC 1967,CAN,1,Montréal (CAN),15 JUL 1995,1238,100-metres,sprints,male,senior
359,9.91,+1.5,Dennis MITCHELL,20 FEB 1966,USA,1,"Arena Civica Gianni Brera, Milano (ITA)",07 SEP 1996,1238,100-metres,sprints,male,senior
359,9.91,+1.0,Frank FREDERICKS,02 OCT 1967,NAM,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1238,100-metres,sprints,male,senior
359,9.91,+0.2,Donovan BAILEY,16 DEC 1967,CAN,2,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1238,100-metres,sprints,male,senior
359,9.91,+0.5,Donovan BAILEY,16 DEC 1967,CAN,2sf2,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1238,100-metres,sprints,male,senior
359,9.91,-0.2,Maurice GREENE,23 JUL 1974,USA,1qf5,"La Cartuja, Sevilla (ESP)",21 AUG 1999,1239,100-metres,sprints,male,senior
359,9.91,-0.4,Maurice GREENE,23 JUL 1974,USA,1,Osaka (JPN),13 MAY 2000,1240,100-metres,sprints,male,senior
359,9.91,-0.3,Maurice GREENE,23 JUL 1974,USA,1,Athina (GRE),11 JUN 2001,1239,100-metres,sprints,male,senior
359,9.91,-0.1,Asafa POWELL,23 NOV 1982,JAM,1,Kingston (JAM),27 JUN 2004,1238,100-metres,sprints,male,senior
359,9.91,0.0,Maurice GREENE,23 JUL 1974,USA,1,"Sacramento, CA (USA)",11 JUL 2004,1238,100-metres,sprints,male,senior
359,9.91,-0.3,Asafa POWELL,23 NOV 1982,JAM,1,"Crystal Palace, London (GBR)",30 JUL 2004,1239,100-metres,sprints,male,senior
359,9.91,-0.6,Asafa POWELL,23 NOV 1982,JAM,1,"Crystal Palace, London (GBR)",28 JUL 2006,1241,100-metres,sprints,male,senior
359,9.91,+0.9,Leonard SCOTT,19 JAN 1980,USA,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1238,100-metres,sprints,male,senior
359,9.91,-0.5,Derrick ATKINS,05 JAN 1984,BAH,2,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1241,100-metres,sprints,male,senior
359,9.91,0.0,Walter DIX,31 JAN 1986,USA,3,"National Stadium, Beijing (CHN)",16 AUG 2008,1238,100-metres,sprints,male,senior
359,9.91,+0.3,Asafa POWELL,23 NOV 1982,JAM,1sf2,"National Stadium, Beijing (CHN)",16 AUG 2008,1238,100-metres,sprints,male,senior
359,9.91,-0.2,Daniel BAILEY,09 SEP 1986,ANT,2,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1239,100-metres,sprints,male,senior
359,9.91,-1.7,Usain BOLT,21 AUG 1986,JAM,1,"Crystal Palace, London (GBR)",24 JUL 2009,1248,100-metres,sprints,male,senior
359,9.91,+2.0,Nesta CARTER,11 OCT 1985,JAM,4,Shanghai (CHN),20 SEP 2009,1238,100-metres,sprints,male,senior
359,9.91,-0.3,Asafa POWELL,23 NOV 1982,JAM,2,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1239,100-metres,sprints,male,senior
359,9.91,+0.1,Yohan BLAKE,26 DEC 1989,JAM,3,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1238,100-metres,sprints,male,senior
359,9.91,+0.6,Usain BOLT,21 AUG 1986,JAM,1,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1238,100-metres,sprints,male,senior
359,9.91,-0.2,Usain BOLT,21 AUG 1986,JAM,1f1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1239,100-metres,sprints,male,senior
359,9.91,+0.4,Asafa POWELL,23 NOV 1982,JAM,1,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1238,100-metres,sprints,male,senior
359,9.91,-0.1,Asafa POWELL,23 NOV 1982,JAM,2,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1238,100-metres,sprints,male,senior
359,9.91,+0.7,Churandy MARTINA,03 JUL 1984,NED,2sf1,"Olympic Stadium, London (GBR)",05 AUG 2012,1238,100-metres,sprints,male,senior
359,9.91,+0.1,Justin GATLIN,10 FEB 1982,USA,1,Beijing (CHN),21 MAY 2013,1238,100-metres,sprints,male,senior
359,9.91,+1.1,James DASAOLU,05 SEP 1987,GBR,1sf2,Birmingham (GBR),13 JUL 2013,1238,100-metres,sprints,male,senior
359,9.91,+0.4,Justin GATLIN,10 FEB 1982,USA,1f1,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1238,100-metres,sprints,male,senior
359,9.91,+1.0,Michael RODGERS,24 APR 1985,USA,1f1,London (GBR),20 JUL 2014,1238,100-metres,sprints,male,senior
359,9.91,+1.8,Femi OGUNODE,15 MAY 1991,QAT,1,Wuhan (CHN),04 JUN 2015,1238,100-metres,sprints,male,senior
359,9.91,+0.9,Nickel ASHMEADE,07 APR 1990,JAM,2,Kingston (JAM),26 JUN 2015,1238,100-metres,sprints,male,senior
359,9.91,+0.5,Trayvon BROMELL,10 JUL 1995,USA,1h4,"National Stadium, Beijing (CHN)",22 AUG 2015,1238,100-metres,sprints,male,senior
359,9.91,+0.6,Femi OGUNODE,15 MAY 1991,QAT,1f1,"Gainesville, FL (USA)",22 APR 2016,1238,100-metres,sprints,male,senior
359,9.91,+0.2,Andre DE GRASSE,10 NOV 1994,CAN,3,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1238,100-metres,sprints,male,senior
359,9.91,+1.0,Julian FORTE,07 JAN 1993,JAM,1,"Olympiastadion, Berlin (GER)",27 AUG 2017,1238,100-metres,sprints,male,senior
359,9.91,+0.4,Zharnel HUGHES,13 JUL 1995,GBR,1f1,Kingston (JAM),09 JUN 2018,1238,100-metres,sprints,male,senior
359,9.91,+0.2,Bingtian SU,29 AUG 1989,CHN,1,"Moratalaz, Madrid (ESP)",22 JUN 2018,1238,100-metres,sprints,male,senior
359,9.91,+0.8,Jimmy VICAUT,27 FEB 1992,FRA,2,"Stade Charléty, Paris (FRA)",30 JUN 2018,1238,100-metres,sprints,male,senior
359,9.91,+0.8,Bingtian SU,29 AUG 1989,CHN,3,"Stade Charléty, Paris (FRA)",30 JUN 2018,1238,100-metres,sprints,male,senior
359,9.91,+0.3,Justin GATLIN,10 FEB 1982,USA,1,"Stade Louis II, Monaco (MON)",12 JUL 2019,1238,100-metres,sprints,male,senior
359,9.91,+1.7,Akani SIMBINE,21 SEP 1993,RSA,1h3,"Bestmed Tuks Stadium, Pretoria (RSA)",14 MAR 2020,1238,100-metres,sprints,male,senior
359,9.91,+2.0,Fred KERLEY,07 MAY 1995,USA,1f1,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1238,100-metres,sprints,male,senior
359,9.91,+0.8,Micah WILLIAMS,12 NOV 2001,USA,5,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1238,100-metres,sprints,male,senior
359,9.91,+0.3,Ronnie BAKER,15 OCT 1993,USA,1,"Stade Louis II, Monaco (MON)",09 JUL 2021,1238,100-metres,sprints,male,senior
359,9.91,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,1h5,"National Stadium, Tokyo (JPN)",31 JUL 2021,1238,100-metres,sprints,male,senior
359,9.91,-0.4,Ronnie BAKER,15 OCT 1993,USA,3,"Letzigrund, Zürich (SUI)",09 SEP 2021,1240,100-metres,sprints,male,senior
359,9.91,+0.8,Letsile TEBOGO,07 JUN 2003,BOT,1,"Pascual Guerrero Stadium, Cali (COL)",02 AUG 2022,1238,100-metres,sprints,male,senior
359,9.91,+1.0,Terrence JONES,08 NOV 2002,BAH,1f1,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1238,100-metres,sprints,male,senior
359,9.91,+0.4,Fred KERLEY,07 MAY 1995,USA,1,"International Stadium, Yokohama (JPN)",21 MAY 2023,1238,100-metres,sprints,male,senior
359,9.91,+1.0,Cravont CHARLESTON,02 JAN 1998,USA,2,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1238,100-metres,sprints,male,senior
359,9.91,+1.0,Christian COLEMAN,06 MAR 1996,USA,3,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1238,100-metres,sprints,male,senior
359,9.91,+1.8,Shaun MASWANGANYI,01 FEB 2001,RSA,3,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1238,100-metres,sprints,male,senior
359,9.91,+0.6,Kishane THOMPSON,17 JUL 2001,JAM,1h1,"National Stadium, Kingston (JAM)",06 JUL 2023,1238,100-metres,sprints,male,senior
359,9.91,+1.1,Rohan WATSON,29 APR 2002,JAM,1,"National Stadium, Kingston (JAM)",07 JUL 2023,1238,100-metres,sprints,male,senior
359,9.91,-0.6,Kishane THOMPSON,17 JUL 2001,JAM,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1241,100-metres,sprints,male,senior
359,9.91,+1.2,Emmanuel MATADI,15 APR 1991,LBR,1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1238,100-metres,sprints,male,senior
359,9.91,+1.0,Oblique SEVILLE,16 MAR 2001,JAM,8,"Stade de France, Paris (FRA)",04 AUG 2024,1238,100-metres,sprints,male,senior
359,9.91,0.0,Letsile TEBOGO,07 JUN 2003,BOT,2sf2,"Stade de France, Paris (FRA)",04 AUG 2024,1238,100-metres,sprints,male,senior
359,9.91,+0.7,Trayvon BROMELL,10 JUL 1995,USA,1h1,"National Training Center, Clermont, FL (USA)",24 MAY 2025,1238,100-metres,sprints,male,senior
421,9.92,+1.1,Carl LEWIS,01 JUL 1961,USA,1,"Olympic Stadium, Seoul (KOR)",24 SEP 1988,1234,100-metres,sprints,male,senior
421,9.92,+1.2,Linford CHRISTIE,02 APR 1960,GBR,4,"National Stadium, Tokyo (JPN)",25 AUG 1991,1234,100-metres,sprints,male,senior
421,9.92,+0.3,Andre CASON,20 JAN 1969,USA,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1234,100-metres,sprints,male,senior
421,9.92,+0.8,Ato BOLDON,30 DEC 1973,TTO,1,"Eugene, OR (USA)",01 JUN 1996,1234,100-metres,sprints,male,senior
421,9.92,+1.1,Dennis MITCHELL,20 FEB 1966,USA,1,"Atlanta, GA (USA)",15 JUN 1996,1234,100-metres,sprints,male,senior
421,9.92,+0.8,Jon DRUMMOND,09 SEP 1968,USA,h,"Indianapolis, IN (USA)",12 JUN 1997,1234,100-metres,sprints,male,senior
421,9.92,+0.2,Tim MONTGOMERY,28 JAN 1975,USA,2,"Indianapolis, IN (USA)",13 JUN 1997,1234,100-metres,sprints,male,senior
421,9.92,+0.2,Maurice GREENE,23 JUL 1974,USA,2,Bruxelles (BEL),22 AUG 1997,1234,100-metres,sprints,male,senior
421,9.92,+0.7,Ato BOLDON,30 DEC 1973,TTO,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1234,100-metres,sprints,male,senior
421,9.92,-0.3,Maurice GREENE,23 JUL 1974,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 1998,1235,100-metres,sprints,male,senior
421,9.92,-0.2,Seun OGUNKOYA,28 DEC 1977,NGR,2,"SGJ, Johannesburg (RSA)",11 SEP 1998,1235,100-metres,sprints,male,senior
421,9.92,+1.1,Bruny SURIN,12 JUL 1967,CAN,1,Nürnberg (GER),13 JUN 1999,1234,100-metres,sprints,male,senior
421,9.92,+1.0,Tim HARDEN,27 JAN 1974,USA,1,Luzern (SUI),05 JUL 1999,1234,100-metres,sprints,male,senior
421,9.92,0.0,Justin GATLIN,10 FEB 1982,USA,2,"Sacramento, CA (USA)",11 JUL 2004,1234,100-metres,sprints,male,senior
421,9.92,+0.9,Tyson GAY,09 AUG 1982,USA,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1234,100-metres,sprints,male,senior
421,9.92,+0.6,Usain BOLT,21 AUG 1986,JAM,1f2,Port-of-Spain (TTO),17 MAY 2008,1234,100-metres,sprints,male,senior
421,9.92,+0.1,Usain BOLT,21 AUG 1986,JAM,1qf4,"National Stadium, Beijing (CHN)",15 AUG 2008,1234,100-metres,sprints,male,senior
421,9.92,+0.2,Walter DIX,31 JAN 1986,USA,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 SEP 2008,1234,100-metres,sprints,male,senior
421,9.92,-0.3,Tyson GAY,09 AUG 1982,USA,1f1,"Sports Park Mladost, Zagreb (CRO)",01 SEP 2010,1235,100-metres,sprints,male,senior
421,9.92,+1.3,Nesta CARTER,11 OCT 1985,JAM,3,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1234,100-metres,sprints,male,senior
421,9.92,+2.0,Christophe LEMAITRE,11 JUN 1990,FRA,1,Albi (FRA),29 JUL 2011,1234,100-metres,sprints,male,senior
421,9.92,-1.4,Yohan BLAKE,26 DEC 1989,JAM,1,"DS, Daegu (KOR)",28 AUG 2011,1242,100-metres,sprints,male,senior
421,9.92,+1.5,Asafa POWELL,23 NOV 1982,JAM,1sf1,Kingston (JAM),29 JUN 2012,1234,100-metres,sprints,male,senior
421,9.92,+0.1,Usain BOLT,21 AUG 1986,JAM,1sf3,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1234,100-metres,sprints,male,senior
421,9.92,0.0,Justin GATLIN,10 FEB 1982,USA,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1234,100-metres,sprints,male,senior
421,9.92,-0.1,Michael RODGERS,24 APR 1985,USA,2,Linz (AUT),14 JUL 2014,1234,100-metres,sprints,male,senior
421,9.92,+1.7,Michael RODGERS,24 APR 1985,USA,1h2,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1234,100-metres,sprints,male,senior
421,9.92,+1.4,Asafa POWELL,23 NOV 1982,JAM,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1234,100-metres,sprints,male,senior
421,9.92,+1.4,Tyson GAY,09 AUG 1982,USA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1234,100-metres,sprints,male,senior
421,9.92,+0.7,Jimmy VICAUT,27 FEB 1992,FRA,1,Villeneuve d'Ascq (FRA),11 JUL 2015,1234,100-metres,sprints,male,senior
421,9.92,-0.8,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,"Olympic Stadium, London (GBR)",24 JUL 2015,1238,100-metres,sprints,male,senior
421,9.92,-1.2,Michael RODGERS,24 APR 1985,USA,2h2,"Olympic Stadium, London (GBR)",24 JUL 2015,1241,100-metres,sprints,male,senior
421,9.92,+0.3,Jimmy VICAUT,27 FEB 1992,FRA,1h5,"National Stadium, Beijing (CHN)",22 AUG 2015,1234,100-metres,sprints,male,senior
421,9.92,-0.5,Trayvon BROMELL,10 JUL 1995,USA,3,"National Stadium, Beijing (CHN)",23 AUG 2015,1237,100-metres,sprints,male,senior
421,9.92,-0.5,Andre DE GRASSE,10 NOV 1994,CAN,3,"National Stadium, Beijing (CHN)",23 AUG 2015,1237,100-metres,sprints,male,senior
421,9.92,+0.9,Jak Ali HARVEY,04 MAY 1989,TUR,1f2,Erzurum (TUR),12 JUN 2016,1234,100-metres,sprints,male,senior
421,9.92,+1.9,Asafa POWELL,23 NOV 1982,JAM,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",18 JUL 2016,1234,100-metres,sprints,male,senior
421,9.92,+0.2,Andre DE GRASSE,10 NOV 1994,CAN,2sf2,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1234,100-metres,sprints,male,senior
421,9.92,+1.2,Akani SIMBINE,21 SEP 1993,RSA,1,Pretoria (RSA),18 MAR 2017,1234,100-metres,sprints,male,senior
421,9.92,-0.8,Justin GATLIN,10 FEB 1982,USA,1,"Olympic Stadium, London (GBR)",05 AUG 2017,1238,100-metres,sprints,male,senior
421,9.92,+1.7,Michael RODGERS,24 APR 1985,USA,1,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1234,100-metres,sprints,male,senior
421,9.92,+0.7,Isiah YOUNG,05 JAN 1990,USA,1f1,"Montverde, FL (USA)",09 JUN 2018,1234,100-metres,sprints,male,senior
421,9.92,+0.3,Jimmy VICAUT,27 FEB 1992,FRA,1,Marseille (FRA),16 JUN 2018,1234,100-metres,sprints,male,senior
421,9.92,+0.4,Michael RODGERS,24 APR 1985,USA,1f1,Bellinzona (SUI),18 JUL 2018,1234,100-metres,sprints,male,senior
421,9.92,+0.8,Bingtian SU,29 AUG 1989,CHN,1,Jakarta (INA),26 AUG 2018,1234,100-metres,sprints,male,senior
421,9.92,+1.1,Akani SIMBINE,21 SEP 1993,RSA,1,"Boston, MA (USA)",16 JUN 2019,1234,100-metres,sprints,male,senior
421,9.92,+0.2,Justin GATLIN,10 FEB 1982,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1234,100-metres,sprints,male,senior
421,9.92,+0.3,Noah LYLES,18 JUL 1997,USA,2,"Stade Louis II, Monaco (MON)",12 JUL 2019,1234,100-metres,sprints,male,senior
421,9.92,+1.5,Trayvon BROMELL,10 JUL 1995,USA,1,"Irvine, CA (USA)",15 MAY 2021,1234,100-metres,sprints,male,senior
421,9.92,+0.7,Fred KERLEY,07 MAY 1995,USA,1sf2,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1234,100-metres,sprints,male,senior
421,9.92,+2.0,Fred KERLEY,07 MAY 1995,USA,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022,1234,100-metres,sprints,male,senior
421,9.92,-0.2,Trayvon BROMELL,10 JUL 1995,USA,1,"Estadio Francisco Montaner, Ponce (PUR)",12 MAY 2022,1235,100-metres,sprints,male,senior
421,9.92,-0.2,Fred KERLEY,07 MAY 1995,USA,1,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1235,100-metres,sprints,male,senior
421,9.92,+1.4,Christian COLEMAN,06 MAR 1996,USA,1,"Icahn Stadium, New York, NY (USA)",12 JUN 2022,1234,100-metres,sprints,male,senior
421,9.92,+0.6,Oblique SEVILLE,16 MAR 2001,JAM,1sf2,"National Stadium, Kingston (JAM)",24 JUN 2022,1234,100-metres,sprints,male,senior
421,9.92,+0.6,Akani SIMBINE,21 SEP 1993,RSA,1sf1,"McArthur Stadium, Potchefstroom (RSA)",30 MAR 2023,1234,100-metres,sprints,male,senior
421,9.92,+1.4,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,1h2,"Hornet Stadium - Sac St., Sacramento, CA (USA)",26 MAY 2023,1234,100-metres,sprints,male,senior
421,9.92,+0.6,Ferdinand OMANYALA,02 JAN 1996,KEN,1,"Stade Louis II, Monaco (MON)",21 JUL 2023,1234,100-metres,sprints,male,senior
421,9.92,0.0,Christian COLEMAN,06 MAR 1996,USA,5,"Nemzeti Atlétikai Központ, Budapest (HUN)",20 AUG 2023,1234,100-metres,sprints,male,senior
421,9.92,+1.5,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1234,100-metres,sprints,male,senior
421,9.92,+0.3,Noah LYLES,18 JUL 1997,USA,1h1,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1234,100-metres,sprints,male,senior
421,9.92,+0.9,Ackeem BLAKE,21 JAN 2002,JAM,3,"National Stadium, Kingston (JAM)",28 JUN 2024,1234,100-metres,sprints,male,senior
421,9.92,0.0,Lamont Marcell JACOBS,26 SEP 1994,ITA,3sf2,"Stade de France, Paris (FRA)",04 AUG 2024,1234,100-metres,sprints,male,senior
421,9.92,+0.3,Christian COLEMAN,06 MAR 1996,USA,2,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1234,100-metres,sprints,male,senior
421,9.92,+1.6,Kayinsola AJAYI,14 SEP 2004,NGR,1sf3,"Hayward Field, Eugene, OR (USA)",11 JUN 2025,1234,100-metres,sprints,male,senior
486,9.93,+1.4,Calvin SMITH,08 JAN 1961,USA,1,Air Force Academy (USA),03 JUL 1983,1231,100-metres,sprints,male,senior
486,9.93,+1.0,Carl LEWIS,01 JUL 1961,USA,1,"Stadio Olimpico, Roma (ITA)",30 AUG 1987,1231,100-metres,sprints,male,senior
486,9.93,+1.1,Carl LEWIS,01 JUL 1961,USA,1f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1231,100-metres,sprints,male,senior
486,9.93,+1.9,Carl LEWIS,01 JUL 1961,USA,2,"New York, NY (USA)",14 JUN 1991,1231,100-metres,sprints,male,senior
486,9.93,+1.3,Carl LEWIS,01 JUL 1961,USA,1sf1,"National Stadium, Tokyo (JPN)",25 AUG 1991,1231,100-metres,sprints,male,senior
486,9.93,-0.6,Michael MARSH,04 AUG 1967,USA,1f1,"Walnut, CA (USA)",18 APR 1992,1234,100-metres,sprints,male,senior
486,9.93,+1.3,Ato BOLDON,30 DEC 1973,TTO,1,"Walnut, CA (USA)",21 APR 1996,1231,100-metres,sprints,male,senior
486,9.93,-0.4,Donovan BAILEY,16 DEC 1967,CAN,2f1,Lausanne (SUI),03 JUL 1996,1233,100-metres,sprints,male,senior
486,9.93,+1.1,Frank FREDERICKS,02 OCT 1967,NAM,1qf3,"Olympic Stadium, Atlanta, GA (USA)",26 JUL 1996,1231,100-metres,sprints,male,senior
486,9.93,-0.6,Ato BOLDON,30 DEC 1973,TTO,1sf2,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1234,100-metres,sprints,male,senior
486,9.93,+0.5,Frank FREDERICKS,02 OCT 1967,NAM,3sf2,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1231,100-metres,sprints,male,senior
486,9.93,-0.4,Frank FREDERICKS,02 OCT 1967,NAM,2,Athina (GRE),17 JUN 1998,1233,100-metres,sprints,male,senior
486,9.93,+1.5,Donovan BAILEY,16 DEC 1967,CAN,2,Montréal (CAN),01 AUG 1998,1231,100-metres,sprints,male,senior
486,9.93,+0.4,Maurice GREENE,23 JUL 1974,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1231,100-metres,sprints,male,senior
486,9.93,+0.3,Maurice GREENE,23 JUL 1974,USA,h,"Sacramento, CA (USA)",14 JUL 2000,1231,100-metres,sprints,male,senior
