Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
924,66.92,,Irina YATCHENKO,1965-10-31,URS,q,Tallinn (EST),1988-07-05,1199,discus-throw,throws,female,senior,discus-throw,field,66.92,EST,22.0,1988
924,66.92,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Hayward Field, Eugene, OR (USA)",2012-06-01,1199,discus-throw,throws,female,senior,discus-throw,field,66.92,USA,21.0,2012
924,66.92,,Franka DIETZSCH,1968-01-22,GDR,1,Bratislava (TCH),1989-06-14,1199,discus-throw,throws,female,senior,discus-throw,field,66.92,TCH,21.0,1989
924,66.92,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,2,Sofia (BUL),1988-06-04,1199,discus-throw,throws,female,senior,discus-throw,field,66.92,BUL,23.0,1988
924,66.92,,Ellina ZVEREVA,1960-11-16,URS,1,Sochi (URS),1984-05-05,1199,discus-throw,throws,female,senior,discus-throw,field,66.92,URS,23.0,1984
924,66.92,,Valarie ALLMAN,1995-02-23,USA,1,"Hayward Field, Eugene, OR (USA)",2022-06-24,1199,discus-throw,throws,female,senior,discus-throw,field,66.92,USA,27.0,2022
930,66.91,,Denia CABALLERO,1990-01-13,CUB,1,"Stade Charléty, Paris (FRA)",2019-08-24,1199,discus-throw,throws,female,senior,discus-throw,field,66.91,FRA,29.0,2019
931,66.9,,Galina SAVINKOVA,1953-07-15,URS,2,Verona (ITA),1984-06-01,1199,discus-throw,throws,female,senior,discus-throw,field,66.9,ITA,30.0,1984
931,66.9,,Margitta DROESE-PUFE,1952-09-10,GDR,2,Ostrava (TCH),1978-06-07,1199,discus-throw,throws,female,senior,discus-throw,field,66.9,TCH,25.0,1978
933,66.89,,Franka DIETZSCH,1968-01-22,GER,1,Kassel (GER),1999-06-23,1199,discus-throw,throws,female,senior,discus-throw,field,66.89,GER,31.0,1999
934,66.88,,Natalya SADOVA,1972-06-15,RUS,1,Nitra (SVK),1999-08-07,1198,discus-throw,throws,female,senior,discus-throw,field,66.88,SVK,27.0,1999
934,66.88,,Gabriele REINSCH,1963-09-23,GDR,2q2,"Olympic Stadium, Seoul (KOR)",1988-09-28,1198,discus-throw,throws,female,senior,discus-throw,field,66.88,KOR,25.0,1988
934,66.88,,Irina MESZYNSKI,1962-03-24,GDR,2,Zeulenroda (GER),1988-06-19,1198,discus-throw,throws,female,senior,discus-throw,field,66.88,GER,26.0,1988
937,66.87,,Nicoleta GRASU,1971-09-11,ROU,1,Bucureşti (ROU),1998-06-21,1198,discus-throw,throws,female,senior,discus-throw,field,66.87,ROU,26.0,1998
938,66.86,,Faina MELNIK,1945-06-09,URS,1,Warszawa (POL),1976-08-19,1198,discus-throw,throws,female,senior,discus-throw,field,66.86,POL,31.0,1976
938,66.86,,Kristin PUDENZ,1993-02-09,GER,2,"National Stadium, Tokyo (JPN)",2021-08-02,1198,discus-throw,throws,female,senior,discus-throw,field,66.86,JPN,28.0,2021
938,66.86,,Stephanie BROWN-TRAFTON,1979-08-01,USA,1,"Wailuku, HI (USA)",2012-05-05,1198,discus-throw,throws,female,senior,discus-throw,field,66.86,USA,32.0,2012
938,66.86,,Anastasia KELESIDOU,1972-11-28,GRE,2,Halle (GER),2000-05-27,1198,discus-throw,throws,female,senior,discus-throw,field,66.86,GER,27.0,2000
938,66.86,,Olga CHERNYAVSKAYA,1963-09-17,RUS,3,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1198,discus-throw,throws,female,senior,discus-throw,field,66.86,SWE,31.0,1995
938,66.86,,Tsvetanka KHRISTOVA,1962-03-14,BUL,2q2,"Stadio Olimpico, Roma (ITA)",1987-08-30,1198,discus-throw,throws,female,senior,discus-throw,field,66.86,ITA,25.0,1987
944,66.85,,Sandra PERKOVIĆ,1990-06-21,CRO,1,Split (CRO),2010-03-06,1198,discus-throw,throws,female,senior,discus-throw,field,66.85,CRO,19.0,2010
944,66.85,,Sandra PERKOVIĆ,1990-06-21,CRO,1,Split (CRO),2012-03-03,1198,discus-throw,throws,female,senior,discus-throw,field,66.85,CRO,21.0,2012
944,66.85,,Natalya SADOVA,1972-06-15,RUS,1,Dessau (GER),2006-05-26,1198,discus-throw,throws,female,senior,discus-throw,field,66.85,GER,33.0,2006
944,66.85,,Sandra PERKOVIĆ,1990-06-21,CRO,3,"Hayward Field, Eugene, OR (USA)",2023-09-17,1198,discus-throw,throws,female,senior,discus-throw,field,66.85,USA,33.0,2023
948,66.84,,Marike STEINACKER,1992-04-03,GER,1,"UNION-Stadion, Schönebeck (GER)",2024-07-20,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,GER,32.0,2024
948,66.84,,Nadine MÜLLER,1985-11-21,GER,3,Schönebeck (GER),2016-07-29,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,GER,30.0,2016
948,66.84,,Kristin PUDENZ,1993-02-09,GER,1f1,"Stadion Śląski, Chorzów (POL)",2023-06-23,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,POL,30.0,2023
948,66.84,,Jana GÜNTHER,1968-01-07,GDR,1,Budapest (HUN),1988-07-02,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,HUN,20.0,1988
948,66.84,,Silvia MADETZKY,1962-06-24,GDR,3,Zeulenroda (GER),1988-06-19,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,GER,26.0,1988
948,66.84,,Florenta CRACIUNESCU,1955-05-07,ROU,1,Bucureşti (ROU),1987-06-13,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,ROU,32.0,1987
948,66.84,,Natalya SADOVA,1972-06-15,RUS,1,"Stade Charléty, Paris (FRA)",1999-06-19,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,FRA,27.0,1999
948,66.84,,Gabriele HINZMANN,1947-05-31,GDR,3,"Olympic Stadium, Montréal (CAN)",1976-07-29,1198,discus-throw,throws,female,senior,discus-throw,field,66.84,CAN,29.0,1976
956,66.82,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Bislett Stadion, Oslo (NOR)",2022-06-16,1197,discus-throw,throws,female,senior,discus-throw,field,66.82,NOR,32.0,2022
956,66.82,,Yaimé PÉREZ,1991-05-29,CUB,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2018-05-04,1197,discus-throw,throws,female,senior,discus-throw,field,66.82,QAT,26.0,2018
956,66.82,,Yaimé PÉREZ,1991-05-29,CUB,2,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1197,discus-throw,throws,female,senior,discus-throw,field,66.82,ITA,30.0,2021
956,66.82,,Faina MELNIK,1945-06-09,URS,1,Edinburgh (GBR),1977-08-25,1197,discus-throw,throws,female,senior,discus-throw,field,66.82,GBR,32.0,1977
956,66.82,,Ulla LUNDHOLM,1957-01-21,FIN,1,Sipoo (FIN),1983-06-12,1197,discus-throw,throws,female,senior,discus-throw,field,66.82,FIN,26.0,1983
956,66.82,,Beatrice FAUMUINA,1974-10-23,NZL,1,"Olympic Stadium, Athina (GRE)",1997-08-07,1197,discus-throw,throws,female,senior,discus-throw,field,66.82,GRE,22.0,1997
962,66.81,,Dani STEVENS,1988-05-26,AUS,1,"Albert Park, Melbourne (AUS)",2014-04-06,1197,discus-throw,throws,female,senior,discus-throw,field,66.81,AUS,25.0,2014
962,66.81,,Bin FENG,1994-04-03,CHN,1,"Olympic Center, Shenyang (CHN)",2023-06-27,1197,discus-throw,throws,female,senior,discus-throw,field,66.81,CHN,29.0,2023
962,66.81,,Věra POSPÍŠILOVÁ-CECHLOVÁ,1978-11-19,CZE,1,"Stadion Juliska, Praha (CZE)",2005-06-27,1197,discus-throw,throws,female,senior,discus-throw,field,66.81,CZE,26.0,2005
965,66.8,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,1,Sofia (BUL),1983-08-02,1197,discus-throw,throws,female,senior,discus-throw,field,66.8,BUL,19.0,1983
965,66.8,,Ria STALMAN,1951-12-11,NED,1,"Los Angeles, CA (USA)",1984-04-28,1197,discus-throw,throws,female,senior,discus-throw,field,66.8,USA,32.0,1984
965,66.8,,Martina HELLMANN,1960-12-12,GDR,3q2,"Stadio Olimpico, Roma (ITA)",1987-08-30,1197,discus-throw,throws,female,senior,discus-throw,field,66.8,ITA,26.0,1987
965,66.8,,Faina MELNIK,1945-06-09,URS,1,Bucureşti (ROU),1977-07-17,1197,discus-throw,throws,female,senior,discus-throw,field,66.8,ROU,32.0,1977
23,66.8,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,1,Sofia (BUL),1983-08-02,1197,discus-throw,throws,female,u20,discus-throw,field,66.8,BUL,19.0,1983
965,66.8,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Stade Louis II, Monaco (MON)",2015-07-17,1197,discus-throw,throws,female,senior,discus-throw,field,66.8,MON,25.0,2015
970,66.79,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Bislett Stadion, Oslo (NOR)",2017-06-15,1197,discus-throw,throws,female,senior,discus-throw,field,66.79,NOR,27.0,2017
971,66.78,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Bratislava (TCH),1984-05-26,1196,discus-throw,throws,female,senior,discus-throw,field,66.78,TCH,29.0,1984
971,66.78,,Gisela BEYER,1960-07-16,GDR,4,"Olympic Stadium, Athina (GRE)",1982-09-08,1196,discus-throw,throws,female,senior,discus-throw,field,66.78,GRE,22.0,1982
971,66.78,,Ilke WYLUDDA,1969-03-28,GER,1q1,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,1196,discus-throw,throws,female,senior,discus-throw,field,66.78,USA,27.0,1996
971,66.78,,Dani STEVENS,1988-05-26,AUS,1,Geelong (AUS),2017-03-19,1196,discus-throw,throws,female,senior,discus-throw,field,66.78,AUS,28.0,2017
971,66.78,,Dani STEVENS,1988-05-26,AUS,1,Sydney (AUS),2017-02-25,1196,discus-throw,throws,female,senior,discus-throw,field,66.78,AUS,28.0,2017
971,66.78,,Martina HELLMANN,1960-12-12,GDR,3,Berlin (GER),1984-06-09,1196,discus-throw,throws,female,senior,discus-throw,field,66.78,GER,23.0,1984
977,66.77,,Jorinde VAN KLINKEN,2000-02-02,NED,1,"Bislett Stadion, Oslo (NOR)",2023-06-15,1196,discus-throw,throws,female,senior,discus-throw,field,66.77,NOR,23.0,2023
977,66.77,,Franka DIETZSCH,1968-01-22,GER,1,Halle (GER),1999-05-14,1196,discus-throw,throws,female,senior,discus-throw,field,66.77,GER,31.0,1999
979,66.76,,Irina MESZYNSKI,1962-03-24,GDR,4,Jena (GDR),1988-06-04,1196,discus-throw,throws,female,senior,discus-throw,field,66.76,GDR,26.0,1988
979,66.76,,Faina MELNIK,1945-06-09,URS,1,Moskva (URS),1972-08-04,1196,discus-throw,throws,female,senior,discus-throw,field,66.76,URS,27.0,1972
979,66.76,,Franka DIETZSCH,1968-01-22,GER,3,Rethymno (GRE),1999-05-28,1196,discus-throw,throws,female,senior,discus-throw,field,66.76,GRE,31.0,1999
979,66.76,,Chunfeng MIN,1969-03-17,CHN,1,Dalian (CHN),1991-05-07,1196,discus-throw,throws,female,senior,discus-throw,field,66.76,CHN,22.0,1991
983,66.75,,Yaimé PÉREZ,1991-05-29,CUB,1,La Habana (CUB),2019-02-08,1196,discus-throw,throws,female,senior,discus-throw,field,66.75,CUB,27.0,2019
984,66.74,,Sandra PERKOVIĆ,1990-06-21,CRO,1,"Olympiastadion, Stockholm (SWE)",2014-08-21,1196,discus-throw,throws,female,senior,discus-throw,field,66.74,SWE,24.0,2014
985,66.73,,Katerina VOGGOLI,1970-10-30,GRE,3,"Stade de France, Paris-St-Denis (FRA)",2003-08-25,1196,discus-throw,throws,female,senior,discus-throw,field,66.73,FRA,32.0,2003
985,66.73,,Shanice CRAFT,1993-05-15,GER,1,"Werferplatz, Jahnstadion, Neubrandenburg (GER)",2023-06-07,1196,discus-throw,throws,female,senior,discus-throw,field,66.73,GER,30.0,2023
985,66.73,,Melina ROBERT-MICHON,1979-07-18,FRA,2,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-16,1196,discus-throw,throws,female,senior,discus-throw,field,66.73,BRA,37.0,2016
988,66.72,,Olga CHERNYAVSKAYA,1963-09-17,URS,2,"Poljud Stadion, Split (CRO)",1990-08-29,1195,discus-throw,throws,female,senior,discus-throw,field,66.72,CRO,26.0,1990
988,66.72,,Lyubov ZVERKOVA,1955-06-14,URS,2,Moskva (URS),1984-07-19,1195,discus-throw,throws,female,senior,discus-throw,field,66.72,URS,29.0,1984
988,66.72,,Valarie ALLMAN,1995-02-23,USA,1f1,"Mike A. Myers Stadium, Austin, TX (USA)",2025-03-28,1195,discus-throw,throws,female,senior,discus-throw,field,66.72,USA,30.0,2025
988,66.72,,Sandra PERKOVIĆ,1990-06-21,CRO,3,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1195,discus-throw,throws,female,senior,discus-throw,field,66.72,QAT,29.0,2019
992,66.71,,Nicoleta GRASU,1971-09-11,ROU,1,Chania (GRE),2001-06-04,1195,discus-throw,throws,female,senior,discus-throw,field,66.71,GRE,29.0,2001
993,66.7,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Budapest (HUN),1988-08-12,1195,discus-throw,throws,female,senior,discus-throw,field,66.7,HUN,26.0,1988
993,66.7,,Evelin JAHL,1956-03-28,GDR,1,"Stadio Olimpico, Roma (ITA)",1981-09-06,1195,discus-throw,throws,female,senior,discus-throw,field,66.7,ITA,25.0,1981
993,66.7,,Bin FENG,1994-04-03,CHN,1f1,"Werferzentrum Brandberge, Halle (GER)",2023-05-20,1195,discus-throw,throws,female,senior,discus-throw,field,66.7,GER,29.0,2023
993,66.7,,Faina MELNIK,1945-06-09,URS,1,Dortmund (GER),1976-06-06,1195,discus-throw,throws,female,senior,discus-throw,field,66.7,GER,31.0,1976
997,66.69,,Natalya SADOVA,1972-06-15,RUS,1,Tula (RUS),2001-06-09,1195,discus-throw,throws,female,senior,discus-throw,field,66.69,RUS,29.0,2001
997,66.69,,Nadine MÜLLER,1985-11-21,GER,1,Castellón (ESP),2013-03-17,1195,discus-throw,throws,female,senior,discus-throw,field,66.69,ESP,27.0,2013
997,66.69,,Kristin PUDENZ,1993-02-09,GER,1,"Jahnstadion, Neubrandenburg (GER)",2022-06-01,1195,discus-throw,throws,female,senior,discus-throw,field,66.69,GER,29.0,2022
1000,66.68,,Anastasia KELESIDOU,1972-11-28,GRE,2,"Olympic Stadium, Athina (GRE)",2004-08-21,1195,discus-throw,throws,female,senior,discus-throw,field,66.68,GRE,31.0,2004
1000,66.68,,Silvia MADETZKY,1962-06-24,GDR,3,Dresden (GER),1986-08-16,1195,discus-throw,throws,female,senior,discus-throw,field,66.68,GER,24.0,1986
1000,66.68,,Ingra-Anne MANECKE,1956-03-31,FRG,2,"Los Angeles, CA (USA)",1984-04-28,1195,discus-throw,throws,female,senior,discus-throw,field,66.68,USA,28.0,1984
1000,66.68,,Silvia MADETZKY,1962-06-24,GDR,2,Dresden (GER),1987-08-15,1195,discus-throw,throws,female,senior,discus-throw,field,66.68,GER,25.0,1987
1000,66.68,,Nadine MÜLLER,1985-11-21,GER,1f1,Halle (GER),2012-05-19,1195,discus-throw,throws,female,senior,discus-throw,field,66.68,GER,26.0,2012
1000,66.68,,Yaimé PÉREZ,1991-05-29,CUB,1,"Estadio Panamericano, La Habana (CUB)",2021-02-27,1195,discus-throw,throws,female,senior,discus-throw,field,66.68,CUB,29.0,2021
1006,66.67,,Olena ANTONOVA,1972-06-16,UKR,1,Rio de Janeiro (BRA),2000-05-14,1194,discus-throw,throws,female,senior,discus-throw,field,66.67,BRA,27.0,2000
1007,66.66,,Ilke WYLUDDA,1969-03-28,GER,1,Oslo (NOR),1996-07-05,1194,discus-throw,throws,female,senior,discus-throw,field,66.66,NOR,27.0,1996
1007,66.66,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Praha (TCH),1983-07-18,1194,discus-throw,throws,female,senior,discus-throw,field,66.66,TCH,29.0,1983
1007,66.66,,Maritza MARTEN,1963-08-16,CUB,1,Kobe (JPN),1985-09-01,1194,discus-throw,throws,female,senior,discus-throw,field,66.66,JPN,22.0,1985
1007,66.66,,Yaimé PÉREZ,1991-05-29,CUB,2,La Habana (CUB),2019-05-18,1194,discus-throw,throws,female,senior,discus-throw,field,66.66,CUB,27.0,2019
1007,66.66,,Franka DIETZSCH,1968-01-22,GER,2,Wiesbaden (GER),1996-05-04,1194,discus-throw,throws,female,senior,discus-throw,field,66.66,GER,28.0,1996
1007,66.66,,Věra POSPÍŠILOVÁ-CECHLOVÁ,1978-11-19,CZE,1,Kladno (CZE),2003-06-07,1194,discus-throw,throws,female,senior,discus-throw,field,66.66,CZE,24.0,2003
1007,66.66,,Martina HELLMANN,1960-12-12,GDR,3,"Poljud Stadion, Split (CRO)",1990-08-29,1194,discus-throw,throws,female,senior,discus-throw,field,66.66,CRO,29.0,1990
1014,66.65,,Irina YATCHENKO,1965-10-31,BLR,1,Minsk (BLR),2001-07-13,1194,discus-throw,throws,female,senior,discus-throw,field,66.65,BLR,35.0,2001
1015,66.64,,Claudine VITA,1996-09-19,GER,1,Neubrandenburg (GER),2019-05-01,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,GER,22.0,2019
1015,66.64,,Becky BREISCH,1983-03-16,USA,1,"Salinas, CA (USA)",2007-05-17,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,USA,24.0,2007
1015,66.64,,Olga CHERNYAVSKAYA,1963-09-17,URS,1,Gorkiy (URS),1989-07-22,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,URS,25.0,1989
1015,66.64,,Florenta CRACIUNESCU,1955-05-07,ROU,1,Tel Aviv (ISR),1983-05-05,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,ISR,28.0,1983
1015,66.64,,Mariya PETKOVA,1950-11-03,BUL,1,Sofia (BUL),1983-06-11,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,BUL,32.0,1983
1015,66.64,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1,Praha (TCH),1988-06-16,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,TCH,34.0,1988
1015,66.64,,Larisa MIKHALCHENKO,1963-05-16,URS,2,Frankfurt (GER),1991-06-30,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,GER,28.0,1991
1015,66.64,,Silvia MADETZKY,1962-06-24,GDR,5,"Olympic Stadium, Athina (GRE)",1982-09-08,1194,discus-throw,throws,female,senior,discus-throw,field,66.64,GRE,20.0,1982
1023,66.63,,Erika BEISTLE,2003-05-08,USA,1,"GVSU Track/Lacrosse Stadium, Allendale, MI (USA)",2025-04-05,1194,discus-throw,throws,female,senior,discus-throw,field,66.63,USA,21.0,2025
1024,66.62,,Faina MELNIK,1945-06-09,URS,1,"Olympiastadion, München (GER)",1972-09-10,1194,discus-throw,throws,female,senior,discus-throw,field,66.62,GER,27.0,1972
1024,66.62,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Ankara (TUR),1988-07-17,1194,discus-throw,throws,female,senior,discus-throw,field,66.62,TUR,26.0,1988
1024,66.62,,Yaimé PÉREZ,1991-05-29,CUB,2,"Stadio Olimpico, Roma (ITA)",2018-05-31,1194,discus-throw,throws,female,senior,discus-throw,field,66.62,ITA,27.0,2018
1027,66.61,,Franka DIETZSCH,1968-01-22,GER,1,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-29,1193,discus-throw,throws,female,senior,discus-throw,field,66.61,JPN,39.0,2007
1028,66.6,,Ilke WYLUDDA,1969-03-28,GER,1,Bruxelles (BEL),1996-08-23,1193,discus-throw,throws,female,senior,discus-throw,field,66.6,BEL,27.0,1996
1028,66.6,,Franka DIETZSCH,1968-01-22,GER,1,"Olympiastadion, Berlin (GER)",1999-09-07,1193,discus-throw,throws,female,senior,discus-throw,field,66.6,GER,31.0,1999
1028,66.6,,Qiaoping QIU,1971-10-31,CHN,1,Hiroshima (JPN),1994-04-30,1193,discus-throw,throws,female,senior,discus-throw,field,66.6,JPN,22.0,1994
24,66.6,,Astrid KUMBERNUSS,1970-02-05,GDR,1,Berlin (GER),1988-07-20,1193,discus-throw,throws,female,u20,discus-throw,field,66.6,GER,18.0,1988
1028,66.6,,Natalya GORBACHOVA,1947-07-24,URS,2,"College Park, MD (USA)",1976-08-06,1193,discus-throw,throws,female,senior,discus-throw,field,66.6,USA,29.0,1976
1028,66.6,,Astrid KUMBERNUSS,1970-02-05,GDR,1,Berlin (GER),1988-07-20,1193,discus-throw,throws,female,senior,discus-throw,field,66.6,GER,18.0,1988
1028,66.6,,Irina RODRIGUES,1991-02-05,POR,1f1,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2024-03-10,1193,discus-throw,throws,female,senior,discus-throw,field,66.6,POR,33.0,2024
1034,66.59,,Franka DIETZSCH,1968-01-22,GER,1q1,"La Cartuja, Sevilla (ESP)",1999-08-21,1193,discus-throw,throws,female,senior,discus-throw,field,66.59,ESP,31.0,1999
1034,66.59,,Yarelis BARRIOS,1983-07-12,CUB,1,"Olympiastadion, Berlin (GER)",2012-09-01,1193,discus-throw,throws,female,senior,discus-throw,field,66.59,GER,29.0,2012
1034,66.59,,Julia HARTING,1990-04-01,GER,1f1,Wiesbaden (GER),2016-05-15,1193,discus-throw,throws,female,senior,discus-throw,field,66.59,GER,26.0,2016
1034,66.59,,Kamalpreet KAUR,1996-03-04,IND,1,Patiala (IND),2021-06-21,1193,discus-throw,throws,female,senior,discus-throw,field,66.59,IND,25.0,2021
1038,66.58,,Mariya VERGOVA,1950-11-03,BUL,1,Sofia (BUL),1977-07-02,1193,discus-throw,throws,female,senior,discus-throw,field,66.58,BUL,26.0,1977
1038,66.58,,Hilda Elisa RAMOS,1964-09-01,CUB,1,Berlin (GER),1988-08-26,1193,discus-throw,throws,female,senior,discus-throw,field,66.58,GER,24.0,1988
1038,66.58,,Ellina ZVEREVA,1960-11-16,BLR,1,Zürich (SUI),1994-08-17,1193,discus-throw,throws,female,senior,discus-throw,field,66.58,SUI,33.0,1994
1038,66.58,,Mette BERGMANN,1962-11-09,NOR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",1995-07-05,1193,discus-throw,throws,female,senior,discus-throw,field,66.58,SUI,32.0,1995
1038,66.58,,Yaimé PÉREZ,1991-05-29,CUB,1,"Estadio Atlético de la VIDENA, Lima (PER)",2019-08-06,1193,discus-throw,throws,female,senior,discus-throw,field,66.58,PER,28.0,2019
1038,66.58,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,5,"Stadio Olimpico, Roma (ITA)",1987-08-31,1193,discus-throw,throws,female,senior,discus-throw,field,66.58,ITA,23.0,1987
1038,66.58,,Gabriele REINSCH,1963-09-23,GDR,7,Potsdam (GDR),1987-08-20,1193,discus-throw,throws,female,senior,discus-throw,field,66.58,GDR,23.0,1987
1045,66.57,,Irina YATCHENKO,1965-10-31,BLR,1,Brest (BLR),2003-07-11,1193,discus-throw,throws,female,senior,discus-throw,field,66.57,BLR,37.0,2003
1045,66.57,,Sandra PERKOVIĆ,1990-06-21,CRO,5,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-22,1193,discus-throw,throws,female,senior,discus-throw,field,66.57,HUN,33.0,2023
1047,66.56,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,2q,Sofia (BUL),1988-09-03,1192,discus-throw,throws,female,senior,discus-throw,field,66.56,BUL,24.0,1988
1047,66.56,,Natalya SADOVA,1972-06-15,RUS,1,Athina (GRE),2002-06-10,1192,discus-throw,throws,female,senior,discus-throw,field,66.56,GRE,30.0,2002
25,66.56,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,1,Sofia (BUL),1983-05-21,1192,discus-throw,throws,female,u20,discus-throw,field,66.56,BUL,18.0,1983
1047,66.56,,Yang CHEN,1991-07-10,CHN,1f1,Halle (GER),2018-05-26,1192,discus-throw,throws,female,senior,discus-throw,field,66.56,GER,26.0,2018
1047,66.56,,Martina HELLMANN,1960-12-12,GDR,2,Rijeka (CRO),1984-05-02,1192,discus-throw,throws,female,senior,discus-throw,field,66.56,CRO,23.0,1984
1047,66.56,,Svetla MITKOVA-SINIRTAS,1964-06-17,BUL,1,Sofia (BUL),1983-05-21,1192,discus-throw,throws,female,senior,discus-throw,field,66.56,BUL,18.0,1983
1047,66.56,,Franka DIETZSCH,1968-01-22,GER,1,"Olympiastadion, Helsinki (FIN)",2005-08-11,1192,discus-throw,throws,female,senior,discus-throw,field,66.56,FIN,37.0,2005
1053,66.55,,Ellina ZVEREVA,1960-11-16,BLR,1q1,"Népstadion, Budapest (HUN)",1998-08-19,1192,discus-throw,throws,female,senior,discus-throw,field,66.55,HUN,37.0,1998
1053,66.55,,Yaimé PÉREZ,1991-05-29,CUB,2,"Stade Charléty, Paris (FRA)",2018-06-30,1192,discus-throw,throws,female,senior,discus-throw,field,66.55,FRA,27.0,2018
1055,66.54,,Irina KHVAL,1962-05-17,URS,1,Moskva (URS),1987-07-03,1192,discus-throw,throws,female,senior,discus-throw,field,66.54,URS,25.0,1987
1055,66.54,,Maritza MARTEN,1963-08-16,CUB,3,"Bruce Stadium, Canberra (AUS)",1985-10-06,1192,discus-throw,throws,female,senior,discus-throw,field,66.54,AUS,22.0,1985
1055,66.54,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Sofia (BUL),1984-06-16,1192,discus-throw,throws,female,senior,discus-throw,field,66.54,BUL,22.0,1984
1055,66.54,,Maria Cristina BETANCOURT,1947-12-15,CUB,1,La Habana (CUB),1981-02-13,1192,discus-throw,throws,female,senior,discus-throw,field,66.54,CUB,33.0,1981
1059,66.52,,Irina MESZYNSKI,1962-03-24,GDR,3,Schwerin (GER),1987-06-03,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,GER,25.0,1987
1059,66.52,,Tsvetanka KHRISTOVA,1962-03-14,BUL,1,Sofia (BUL),1983-07-23,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,BUL,21.0,1983
1059,66.52,,Zdeňka ŠILHAVÁ,1954-06-15,TCH,1q1,"Olympic Stadium, Seoul (KOR)",1988-09-28,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,KOR,34.0,1988
1059,66.52,,Nadine MÜLLER,1985-11-21,GER,1,Kienbaum (GER),2013-02-18,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,GER,27.0,2013
1059,66.52,,Becky BREISCH,1983-03-16,USA,1,"Chula Vista, CA (USA)",2010-07-23,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,USA,27.0,2010
1059,66.52,,Petra SZIEGAUD,1958-10-17,GDR,3,Neubrandenburg (GDR),1983-05-21,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,GDR,24.0,1983
1059,66.52,,Margitta DROESE-PUFE,1952-09-10,GDR,1,Berlin (GER),1978-06-15,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,GER,25.0,1978
1059,66.52,,Natalya SADOVA,1972-06-15,RUS,1,Moskva (RUS),2000-08-19,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,RUS,28.0,2000
1059,66.52,,Yanfeng LI,1979-05-15,CHN,1,"DS, Daegu (KOR)",2011-08-28,1192,discus-throw,throws,female,senior,discus-throw,field,66.52,KOR,32.0,2011
1068,66.51,,Denia CABALLERO,1990-01-13,CUB,1,Leiria (POR),2017-07-29,1192,discus-throw,throws,female,senior,discus-throw,field,66.51,POR,27.0,2017
1068,66.51,,Nicoleta GRASU,1971-09-11,ROU,1,Istanbul (TUR),2008-06-21,1192,discus-throw,throws,female,senior,discus-throw,field,66.51,TUR,36.0,2008
