Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
6355,76.62,,Roman ROZNA,1976-03-25,MDA,4,Minsk (BLR),2003-06-28,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.62,BLR,27.0,2003
6355,76.62,,Vitaliy ALISEVICH,1967-03-10,BLR,,Minsk (BLR),1999-05-26,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.62,BLR,32.0,1999
6374,76.61,,Markus ESSER,1980-02-03,GER,1f1,Kienbaum (GER),2009-02-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,GER,29.0,2009
6374,76.61,,Andras HAKLITS,1977-09-23,CRO,1,Varaždin (CRO),2006-07-23,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,CRO,28.0,2006
6374,76.61,,Özkan BALTACI,1994-02-13,TUR,1,Bursa (TUR),2017-07-06,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,TUR,23.0,2017
6374,76.61,,Yury SHAYUNOU,1987-10-22,BLR,1,St. Pölten (AUT),2013-05-30,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,AUT,25.0,2013
6374,76.61,,Aleksey ZAGORNIY,1978-05-31,RUS,4,"Moratalaz, Madrid (ESP)",2011-07-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,ESP,33.0,2011
6374,76.61,,Gabriel KEHR,1996-09-03,CHI,1,San Fernando (CHI),2020-12-28,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,CHI,24.0,2020
6374,76.61,,Humberto MANSILLA,1996-05-22,CHI,3,"Pista de Atletismo Justo Román, Mar del Plata (ARG)",2025-04-25,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,ARG,28.0,2025
6374,76.61,,Aleksandr KOZULKO,1983-12-08,BLR,4,Minsk (BLR),2008-06-07,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,BLR,24.0,2008
6374,76.61,,Marco LINGUA,1978-06-04,ITA,4,Velenje (SLO),2008-06-26,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,SLO,30.0,2008
6374,76.61,,Libor CHARFREITAG,1977-09-11,SVK,6q2,"National Stadium, Beijing (CHN)",2008-08-15,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,CHN,30.0,2008
6374,76.61,,Bence HALÁSZ,1997-08-04,HUN,1,Oslo (NOR),2019-06-04,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,NOR,21.0,2019
6374,76.61,,Christos POLYCHRONIOU,1972-03-31,GRE,2,Athina (GRE),2002-05-11,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,GRE,30.0,2002
6374,76.61,,David CHAUSSINAND,1973-04-19,FRA,1,Trier (GER),1999-09-26,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,GER,26.0,1999
6374,76.61,,Alexandros PAPADIMITRIOU,1973-06-18,GRE,1,Thessaloniki (GRE),2004-04-17,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,GRE,30.0,2004
6374,76.61,,Alexandros PAPADIMITRIOU,1973-06-18,GRE,4q2,"Olympic Stadium, Sydney (AUS)",2000-09-23,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,AUS,27.0,2000
6374,76.61,,Maciej PAŁYSZKO,1978-01-04,POL,2,Kraków (POL),2000-08-06,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,POL,22.0,2000
6374,76.61,,Vladislav PISKUNOV,1978-06-07,UKR,10,Athina (GRE),2002-06-10,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,GRE,24.0,2002
6374,76.61,,Stuart RENDELL,1972-06-30,AUS,1,Brisbane (AUS),2003-04-04,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.61,AUS,30.0,2003
376,76.61,,Dawid PIŁAT,2002-02-06,POL,1,"Stadion MOSiR, Stalowa Wola (POL)",2021-05-22,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.61,POL,19.0,2021
376,76.61,,Mykhailo HAVRYLIUK,1999-01-19,UKR,1,Nova Kakhovka (UKR),2018-03-31,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.61,UKR,19.0,2018
6392,76.6,,Aleksey SOKIRSKIY,1985-03-16,UKR,1,Kyiv (UKR),2009-08-03,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,UKR,24.0,2009
6392,76.6,,Valeriy VALENTYUK,1947-03-04,URS,1,Stavropol (URS),1975-08-20,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,URS,28.0,1975
6392,76.6,,Reinhard THEIMER,1948-02-28,GDR,q,Leipzig (GER),1974-07-04,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,GER,26.0,1974
6392,76.6,,Alberto SÁNCHEZ,1973-02-03,CUB,1,Madrid (ESP),1996-07-06,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,ESP,23.0,1996
6392,76.6,,Sergey GAVRILOV,1970-05-22,RUS,6,Nice (FRA),1996-07-10,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,FRA,26.0,1996
6392,76.6,,Zsolt NÉMETH,1971-11-09,HUN,1,Budapest (HUN),1996-06-18,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,HUN,24.0,1996
6392,76.6,,Zsolt NÉMETH,1971-11-09,HUN,6q,Nice (FRA),2000-07-07,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,FRA,28.0,2000
6392,76.6,,Johann LINDNER,1959-05-03,AUT,4q2,"Olympic Stadium, Seoul (KOR)",1988-09-25,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,KOR,29.0,1988
6392,76.6,,David SMITH,1962-06-21,GBR,1,Hull (GBR),1986-09-06,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,GBR,24.0,1986
6392,76.6,,Christoph SAHNER,1963-09-23,FRG,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",1988-06-24,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,SUI,24.0,1988
6392,76.6,,Anatoliy CHYUZHAS,1956-04-18,URS,3,Leselidze (URS),1983-04-22,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,URS,27.0,1983
6392,76.6,,Aleksandr KOZLOV,1952-01-05,URS,4,Tula (URS),1982-08-07,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,URS,30.0,1982
6392,76.6,,Igor NIKULIN,1960-08-14,URS,1,Moskva (URS),1981-09-18,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,URS,21.0,1981
6392,76.6,,Bill GREEN,1960-04-28,USA,1,"Walnut, CA (USA)",1987-05-31,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,USA,27.0,1987
6392,76.6,,Manfred HÜNING,1953-11-13,FRG,3,Rhede (GER),1979-07-18,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,GER,25.0,1979
6392,76.6,,Aleksandr MALYUKOV,1950-03-27,URS,2,Tbilisi (GEO),1978-06-16,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,GEO,28.0,1978
6392,76.6,,Yuriy SEDYKH,1955-06-11,URS,1,Kiev (URS),1977-05-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,URS,21.0,1977
6392,76.6,,Olli-Pekka KARJALAINEN,1980-03-07,FIN,5q1,"DS, Daegu (KOR)",2011-08-27,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,KOR,31.0,2011
6392,76.6,,Igors SOKOLOVS,1974-08-17,LAT,4,Bydgoszcz (POL),2011-06-03,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,POL,36.0,2011
6392,76.6,,Matthew DIBUONO,1986-12-14,USA,1,"West Point, NY (USA)",2011-06-01,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,USA,24.0,2011
6392,76.6,,Wojciech KONDRATOWICZ,1980-04-18,POL,1,Biala Podlaska (POL),2010-05-29,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,POL,30.0,2010
6392,76.6,,Igor KUCHERENKO,1960-05-12,URS,1,Gorlovka (URS),1983-08-28,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,URS,23.0,1983
6392,76.6,,Marko WAHLMAN,1969-04-06,FIN,2,"El Paso, TX (USA)",2000-04-15,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,USA,31.0,2000
6392,76.6,,Dmitriy VELIKOPOLSKIY,1984-11-27,RUS,2,Podolsk (RUS),2008-06-20,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,RUS,23.0,2008
6392,76.6,,Steve HARNAPP,1975-07-30,GER,1,Grossolbersdorf (GER),2006-08-26,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,GER,31.0,2006
6392,76.6,,Krisztián PARS,1982-02-18,HUN,1,Szombathely (HUN),2007-03-24,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,HUN,25.0,2007
6392,76.6,,Holger KLOSE,1972-12-05,GER,4,Rehlingen (GER),2004-05-31,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,GER,31.0,2004
6392,76.6,,Oleksandr KRIKUN,1968-03-01,UKR,1,Bielsko-Biala (POL),2002-05-29,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,POL,34.0,2002
6392,76.6,,Koji MUROFUSHI,1974-10-08,JPN,9,"Olympic Stadium, Sydney (AUS)",2000-09-24,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,AUS,25.0,2000
6392,76.6,,Ilya KONOVALOV,1971-03-04,RUS,3,"Adler, Sochi (RUS)",2005-02-19,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,RUS,33.0,2005
6392,76.6,,Holger KLOSE,1972-12-05,GER,4,Chemnitz (GER),1999-06-02,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,GER,26.0,1999
6392,76.6,,Balázs KISS,1972-03-21,HUN,4,Torino (ITA),2000-06-10,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,ITA,28.0,2000
6392,76.6,,Roberto JANET,1986-08-29,CUB,1,La Habana (CUB),2012-03-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,CUB,25.0,2012
6392,76.6,,Olli-Pekka KARJALAINEN,1980-03-07,FIN,9,"DS, Daegu (KOR)",2011-08-29,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,KOR,31.0,2011
6392,76.6,,Wojciech NOWICKI,1989-02-22,POL,3,"Bregyó Athletic Center, Székesfehérvár (HUN)",2019-07-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,HUN,30.0,2019
6392,76.6,,Alex YOUNG,1994-09-01,USA,3,"Hayward Field, Eugene, OR (USA)",2022-06-25,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,USA,27.0,2022
6392,76.6,,Vladimir BYKOV,1970-04-29,RUS,1,Rostov (RUS),1998-05-30,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,RUS,28.0,1998
6392,76.6,,Aleksandr KRASKO,1972-04-07,BLR,3,Staiki (BLR),1996-07-13,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,BLR,24.0,1996
378,76.6,,Serghei MARGHIEV,1992-11-06,MDA,2,"Kadrioru staadion, Tallinn (EST)",2011-07-22,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.6,EST,18.0,2011
378,76.6,,Hilmar Örn JÓNSSON,1996-05-06,ISL,1,Hafnarfjördur (ISL),2015-09-14,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.6,ISL,19.0,2015
6392,76.6,,Lukáš MELICH,1980-09-16,CZE,1,São Paulo (BRA),2012-05-16,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,BRA,31.0,2012
378,76.6,,Christos FRANTZESKAKIS,2000-04-26,GRE,1,Istanbul (TUR),2018-06-21,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.6,TUR,18.0,2018
6392,76.6,,Paweł FAJDEK,1989-06-04,POL,5,"Bregyó Athletic Center, Székesfehérvár (HUN)",2024-07-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,HUN,35.0,2024
6392,76.6,,Serhiy REHEDA,1994-02-06,UKR,1,Kyiv (UKR),2017-06-14,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.6,UKR,23.0,2017
6433,76.59,,Eşref APAK,1982-01-03,TUR,11,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-27,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,JPN,25.0,2007
6433,76.59,,Wojciech KONDRATOWICZ,1980-04-18,POL,1,Warszawa (POL),2000-06-25,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,POL,20.0,2000
6433,76.59,,Libor CHARFREITAG,1977-09-11,SVK,1,"Arlington, TX (USA)",2009-03-27,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,USA,31.0,2009
6433,76.59,,David SÖDERBERG,1979-08-11,FIN,3,Lappeenranta (FIN),2005-07-21,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,FIN,25.0,2005
6433,76.59,,Aleksey ZAGORNIY,1978-05-31,RUS,1,Moskva (RUS),2007-05-16,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,RUS,28.0,2007
6433,76.59,,Libor CHARFREITAG,1977-09-11,SVK,5,Szombathely (HUN),2005-09-03,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,HUN,27.0,2005
6433,76.59,,Konstantin ASTAPKOVICH,1970-10-23,BLR,1,Staiki (BLR),1999-07-16,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,BLR,28.0,1999
6433,76.59,,Koji MUROFUSHI,1974-10-08,JPN,1,Gifu (JPN),1999-06-13,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,JPN,24.0,1999
6433,76.59,,Tibor GÉCSEK,1964-09-22,HUN,3,Cape Town (RSA),2000-03-31,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,RSA,35.0,2000
6433,76.59,,Olli-Pekka KARJALAINEN,1980-03-07,FIN,1,Kuortane (FIN),2000-06-24,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,FIN,20.0,2000
6433,76.59,,Eivind HENRIKSEN,1990-09-14,NOR,1,"Bislett Stadion, Oslo (NOR)",2021-05-29,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,NOR,30.0,2021
6433,76.59,,Igors SOKOLOVS,1974-08-17,LAT,1,Riga (LAT),2008-03-01,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,LAT,33.0,2008
6433,76.59,,Anatoliy POZDNYAKOV,1987-02-01,RUS,5,"Moratalaz, Madrid (ESP)",2011-07-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,ESP,24.0,2011
6433,76.59,,Ashraf ELSEIFY,1995-02-20,QAT,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",2016-07-18,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,HUN,21.0,2016
6433,76.59,,Marco LINGUA,1978-06-04,ITA,1,Milano (ITA),2017-04-30,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,ITA,38.0,2017
6433,76.59,,Javier CIENFUEGOS,1990-07-15,ESP,4,"Polideportivo Municipal, Andújar (ESP)",2021-05-22,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,ESP,30.0,2021
6433,76.59,,Rowan HAMILTON,2000-01-29,CAN,9,"Stade de France, Paris (FRA)",2024-08-04,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,FRA,24.0,2024
6433,76.59,,Andrey ROMANOV,1994-09-19,ANA,2,"Podolye, Yerino (RUS)",2022-07-15,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,RUS,27.0,2022
381,76.59,,Kristóf NÉMETH,1987-09-17,HUN,1,Uherské Hradiste (CZE),2005-06-29,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.59,CZE,17.0,2005
381,76.59,,Joaquin GOMEZ,1996-10-14,ARG,1,Buenos Aires (ARG),2014-10-11,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.59,ARG,18.0,2014
6433,76.59,,Quentin BIGOT,1992-12-01,FRA,2,Montreuil-sous-Bois (FRA),2017-06-01,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.59,FRA,24.0,2017
6452,76.58,,Roland STEUK,1959-03-05,GDR,1,Berlin (GER),1979-07-17,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,GER,20.0,1979
6452,76.58,,Ireneusz GOLDA,1955-01-23,POL,1,Poznan (POL),1980-08-16,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,POL,25.0,1980
6452,76.58,,Gilles DUPRAY,1970-01-02,FRA,2,Sotteville-lès-Rouen (FRA),1998-06-05,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,FRA,28.0,1998
6452,76.58,,Ireneusz GOLDA,1955-01-23,POL,4,"Olympic Stadium, Athina (GRE)",1982-09-10,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,GRE,27.0,1982
6452,76.58,,Gianpaolo URLANDO,1945-01-07,ITA,1,Milano (ITA),1983-06-22,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,ITA,38.0,1983
6452,76.58,,Vadim KHERSONTSEV,1974-07-08,RUS,3,Moskva (RUS),1998-08-02,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,RUS,24.0,1998
6452,76.58,,Andriy SKVARUK,1967-03-09,UKR,7q,Nice (FRA),2000-07-07,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,FRA,33.0,2000
6452,76.58,,Kazimierz BOULGE,1976-02-13,POL,1,Bydgoszcz (POL),2001-09-06,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,POL,25.0,2001
6452,76.58,,Stuart RENDELL,1972-06-30,AUS,1,Szombathely (HUN),2002-07-03,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,HUN,30.0,2002
6452,76.58,,Wojciech NOWICKI,1989-02-22,POL,2,"Stadion PGE Narodowy, Warszawa (POL)",2016-08-28,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,POL,27.0,2016
6452,76.58,,Roland STEUK,1959-03-05,GDR,2,Leipzig (GER),1979-06-24,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,GER,20.0,1979
6452,76.58,,Sergey LITVINOV,1958-01-23,URS,2,Leningrad (URS),1981-07-26,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,URS,23.0,1981
6452,76.58,,Brock EAGER,1996-05-26,USA,1,"Iron Wood Throwers Center, Rathdrum, ID (USA)",2023-06-17,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,USA,27.0,2023
6452,76.58,,Harri HUHTALA,1952-08-13,FIN,2,Turku (FIN),1984-06-06,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,FIN,31.0,1984
6452,76.58,,Szymon ZIÓŁKOWSKI,1976-07-01,POL,1,Poznan (POL),1997-06-15,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,POL,20.0,1997
6452,76.58,,Claus DETHLOFF,1968-09-24,GER,3,Köln (GER),1996-06-22,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,GER,27.0,1996
6452,76.58,,Vladimir BYKOV,1970-04-29,RUS,1,Volgograd (RUS),1996-06-01,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,RUS,26.0,1996
6452,76.58,,Zoltán FÁBIÁN,1969-04-22,HUN,1,Budapest (HUN),1996-05-11,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,HUN,27.0,1996
6452,76.58,,Jüri TAMM,1957-02-05,EST,2,Kyiv (UKR),1995-07-09,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,UKR,38.0,1995
6452,76.58,,Christophe EPALLE,1969-01-23,FRA,5,Linz (AUT),1994-07-04,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,AUT,25.0,1994
6452,76.58,,Lance DEAL,1961-08-21,USA,4,Birmingham (GBR),1989-06-24,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,GBR,27.0,1989
6452,76.58,,Andras HAKLITS,1977-09-23,CRO,10,"National Stadium, Beijing (CHN)",2008-08-17,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,CHN,30.0,2008
6452,76.58,,Sergey LITVINOV,1986-01-27,GER,5,"Olympiastadion, Berlin (GER)",2009-08-17,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,GER,23.0,2009
6452,76.58,,Primož KOZMUS,1979-09-30,SLO,2,Szczecin (POL),2009-09-15,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,POL,29.0,2009
6452,76.58,,Szymon ZIÓŁKOWSKI,1976-07-01,POL,1,Poznan (POL),2014-06-20,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,POL,37.0,2014
6452,76.58,,Mariusz TOMASZEWSKI,1956-04-23,POL,2,Zabrze (POL),1983-08-28,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,POL,27.0,1983
6452,76.58,,Jörg SCHAEFER,1959-07-17,FRG,1,"Palo Alto, CA (USA)",1984-04-23,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,USA,24.0,1984
6452,76.58,,Jörg SCHAEFER,1959-07-17,FRG,1,"Palo Alto, CA (USA)",1984-04-28,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,USA,24.0,1984
6452,76.58,,Ali Mohamed AL ZENKAWI,1984-02-27,KUW,2,Algiers (ALG),2008-05-29,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,ALG,24.0,2008
6452,76.58,,David SÖDERBERG,1979-08-11,FIN,2,Lapua (FIN),2003-06-14,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,FIN,23.0,2003
6452,76.58,,Miloslav KONOPKA,1979-01-23,SVK,5q2,"Stade de France, Paris-St-Denis (FRA)",2003-08-23,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,FRA,24.0,2003
6452,76.58,,Dilshod NAZAROV,1982-05-06,TJK,1,Dushanbe (TJK),2004-03-13,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,TJK,21.0,2004
6452,76.58,,Péter BOTFA,1979-06-30,HUN,1,Szombathely (HUN),2004-06-19,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,HUN,24.0,2004
6452,76.58,,Chris HARMSE,1973-05-31,RSA,1,Potchefstroom (RSA),2005-04-06,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,RSA,31.0,2005
6452,76.58,,Libor CHARFREITAG,1977-09-11,SVK,2,Banská Bystrica (SVK),2004-09-11,1150.0,hammer-throw,throws,male,senior,hammer-throw,field,76.58,SVK,27.0,2004
383,76.58,,Kristóf NÉMETH,1987-09-17,HUN,1,Budapest (HUN),2005-06-25,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.58,HUN,17.0,2005
383,76.58,,Miklós CSEKŐ,2004-03-25,HUN,1,"Egyetemi Stadion, Veszprém (HUN)",2022-09-24,,hammer-throw-6kg,throws,male,u20,hammer-throw,field,76.58,HUN,18.0,2022
6487,76.57,,Libor CHARFREITAG,1977-09-11,SVK,3,"Stadion Juliska, Praha (CZE)",2011-06-13,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,CZE,33.0,2011
6487,76.57,,Kirill IKONNIKOV,1984-03-05,RUS,2,Zhukovskiy (RUS),2012-06-17,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,RUS,28.0,2012
6487,76.57,,Javier CIENFUEGOS,1990-07-15,ESP,7,"Khalifa International Stadium, Doha (QAT)",2019-10-02,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,QAT,29.0,2019
6487,76.57,,Eşref APAK,1982-01-03,TUR,1,"Atıcılar Atletizm Sahası, Bursa (TUR)",2021-06-04,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,TUR,39.0,2021
6487,76.57,,Zoltán FÁBIÁN,1969-04-22,HUN,4,Veszprém (HUN),1998-08-08,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,HUN,29.0,1998
6487,76.57,,Karsten KOBS,1971-09-16,GER,4q2,"Népstadion, Budapest (HUN)",1998-08-18,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,HUN,26.0,1998
6487,76.57,,Koji MUROFUSHI,1974-10-08,JPN,3,Tokyo (JPN),1999-09-15,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,JPN,24.0,1999
6487,76.57,,Aleksey ZAGORNIY,1978-05-31,RUS,11,Athina (GRE),2002-06-10,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,GRE,24.0,2002
6487,76.57,,Valeri SVYATOKHA,1981-07-20,BLR,4,Minsk (BLR),2004-06-26,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,BLR,22.0,2004
6487,76.57,,Miloslav KONOPKA,1979-01-23,SVK,7,"Stadion Juliska, Praha (CZE)",2007-06-13,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,CZE,28.0,2007
6487,76.57,,Olli-Pekka KARJALAINEN,1980-03-07,FIN,1,Lappeenranta (FIN),2007-08-03,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,FIN,27.0,2007
6487,76.57,,Marco LINGUA,1978-06-04,ITA,3,"Mangueirão, Belém (BRA)",2009-05-24,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.57,BRA,30.0,2009
6499,76.56,,Karl-Hans RIEHM,1951-05-31,FRG,1,Ensdorf (GRE),1981-06-14,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,GRE,30.0,1981
6499,76.56,,Christoph SAHNER,1963-09-23,FRG,4,Lappeenranta (FIN),1984-06-28,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,FIN,20.0,1984
6499,76.56,,Jüri TAMM,1957-02-05,URS,2,Kharkov (URS),1983-05-29,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,URS,26.0,1983
6499,76.56,,Alfred G. KRUGER,1979-02-18,USA,2,"Provo, UT (USA)",2008-05-24,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,USA,29.0,2008
6499,76.56,,Nicola VIZZONI,1973-11-04,ITA,1f1,Livorno (ITA),2009-01-25,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,ITA,35.0,2009
6499,76.56,,Igor VINICHENKO,1984-04-11,RUS,1,Saransk (RUS),2010-07-15,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,RUS,26.0,2010
6499,76.56,,Primož KOZMUS,1979-09-30,SLO,3,"Stadio Guidobaldi, Rieti (ITA)",2011-09-10,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,ITA,31.0,2011
6499,76.56,,Krisztián PARS,1982-02-18,HUN,1,"Morton Stadium, Santry, Dublin (IRL)",2013-06-22,1149.0,hammer-throw,throws,male,senior,hammer-throw,field,76.56,IRL,31.0,2013
