Rank,Mark,Wind,Competitor,DOB,Nationality,Position,Venue,Date,Result Score,Discipline,Type,Gender,Age Category,normalized_discpline,track_field,mark_numeric,venue_country_code,age_at_event,season
175,8556,,Dean MACEY,1977-12-12,GBR,2,"La Cartuja, Sevilla (ESP)",1999-08-25,1213.0,decathlon,combined-events,male,senior,decathlon,mixed,8556.0,ESP,21.0,1999
175,8556,,Frank BUSEMANN,1975-02-26,GER,1,Ratingen (GER),1997-06-01,1213.0,decathlon,combined-events,male,senior,decathlon,mixed,8556.0,GER,22.0,1997
177,8555,,Michael SMITH,1967-09-16,CAN,3,Götzis (AUT),1997-06-01,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8555.0,AUT,29.0,1997
178,8554,,Attila ZSIVOCZKY-PANDEL,1977-04-29,HUN,5,Götzis (AUT),2000-06-04,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8554.0,AUT,23.0,2000
179,8553,,Andrei KRAUCHANKA,1986-01-04,BLR,1,"Stade Pierre Paul Bernard, Talence (FRA)",2007-09-23,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8553.0,FRA,21.0,2007
179,8553,,Dmitriy KARPOV,1981-07-23,KAZ,2,Kladno (CZE),2007-06-20,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8553.0,CZE,25.0,2007
181,8552,,Kevin MAYER,1992-02-10,FRA,1,"Stade P-J. Bénard, St-Paul (FRA)",2020-12-19,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8552.0,FRA,28.0,2020
181,8552,,Jón Arnar MAGNÚSSON,1969-07-28,ISL,4,"Népstadion, Budapest (HUN)",1998-08-20,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8552.0,HUN,29.0,1998
183,8551,,Andrei KRAUCHANKA,1986-01-04,BLR,2,"National Stadium, Beijing (CHN)",2008-08-22,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8551.0,CHN,22.0,2008
184,8550,,Lindon VICTOR,1993-02-28,GRN,1,"Stade Pierre Paul Bernard, Talence (FRA)",2022-09-18,1212.0,decathlon,combined-events,male,senior,decathlon,mixed,8550.0,FRA,29.0,2022
185,8549,,Michael SMITH,1967-09-16,CAN,2,"National Stadium, Tokyo (JPN)",1991-08-30,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8549.0,JPN,23.0,1991
186,8548,,Paul MEIER,1971-07-27,GER,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-20,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8548.0,GER,22.0,1993
186,8548,,Steve FRITZ,1967-11-01,USA,2,"Knoxville, TN (USA)",1994-06-15,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8548.0,USA,26.0,1994
188,8547,,Chris HUFFINS,1970-04-19,USA,3,"La Cartuja, Sevilla (ESP)",1999-08-25,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8547.0,ESP,29.0,1999
188,8547,,Niklas KAUL,1998-02-11,GER,4,"Stadio Olimpico, Roma (ITA)",2024-06-11,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8547.0,ITA,26.0,2024
190,8546,,Chris HUFFINS,1970-04-19,USA,3,"Atlanta, GA (USA)",1996-06-22,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8546.0,USA,26.0,1996
191,8545,,Niklas KAUL,1998-02-11,GER,1,"Olympiastadion, München (GER)",2022-08-16,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8545.0,GER,24.0,2022
192,8543,,Erki NOOL,1970-06-25,EST,6,"Olympic Stadium, Atlanta, GA (USA)",1996-08-01,1211.0,decathlon,combined-events,male,senior,decathlon,mixed,8543.0,USA,26.0,1996
193,8539,,Lindon VICTOR,1993-02-28,GRN,1,"Columbia, SC (USA)",2017-05-12,1210.0,decathlon,combined-events,male,senior,decathlon,mixed,8539.0,USA,24.0,2017
193,8539,,Eelco SINTNICOLAAS,1987-04-07,NED,2,"Mösle-Stadium, Götzis (AUT)",2017-05-28,1210.0,decathlon,combined-events,male,senior,decathlon,mixed,8539.0,AUT,30.0,2017
195,8538,,Roman ŠEBRLE,1974-11-26,CZE,4,Götzis (AUT),1998-05-31,1210.0,decathlon,combined-events,male,senior,decathlon,mixed,8538.0,AUT,23.0,1998
195,8538,,Ilya SHKURENYOV,1991-01-11,RUS,4,"National Stadium, Beijing (CHN)",2015-08-29,1210.0,decathlon,combined-events,male,senior,decathlon,mixed,8538.0,CHN,24.0,2015
195,8538,,Harrison WILLIAMS,1996-03-07,USA,7,"Stade de France, Paris (FRA)",2024-08-03,1210.0,decathlon,combined-events,male,senior,decathlon,mixed,8538.0,FRA,28.0,2024
198,8534,,Trey HARDEE,1984-02-07,USA,2,"Eugene, OR (USA)",2008-06-30,1209.0,decathlon,combined-events,male,senior,decathlon,mixed,8534.0,USA,24.0,2008
198,8534,,Erki NOOL,1970-06-25,EST,4f,Götzis (AUT),1997-06-01,1209.0,decathlon,combined-events,male,senior,decathlon,mixed,8534.0,AUT,26.0,1997
198,8534,,Roman ŠEBRLE,1974-11-26,CZE,1,"Mösle-Stadium, Götzis (AUT)",2005-05-29,1209.0,decathlon,combined-events,male,senior,decathlon,mixed,8534.0,AUT,30.0,2005
198,8534,,Pierce LEPAGE,1996-01-22,CAN,2,"Mösle-Stadium, Götzis (AUT)",2021-05-30,1209.0,decathlon,combined-events,male,senior,decathlon,mixed,8534.0,AUT,25.0,2021
202,8532,,Ayden OWENS-DELERME,2000-05-28,PUR,4,"Hayward Field, Eugene, OR (USA)",2022-07-24,1209.0,decathlon,combined-events,male,senior,decathlon,mixed,8532.0,USA,22.0,2022
203,8531,,Frank BUSEMANN,1975-02-26,GER,6,Götzis (AUT),2000-06-04,1209.0,decathlon,combined-events,male,senior,decathlon,mixed,8531.0,AUT,25.0,2000
204,8529,,Damian WARNER,1989-11-04,CAN,3,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8529.0,QAT,29.0,2019
205,8528,,Ayden OWENS-DELERME,2000-05-28,PUR,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-14,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8528.0,USA,21.0,2022
206,8527,,Roman ŠEBRLE,1974-11-26,CZE,2,Praha (CZE),1999-07-04,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8527.0,CZE,24.0,1999
206,8527,,Tomáš DVOŘÁK,1972-05-11,CZE,3,Götzis (AUT),2001-05-27,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8527.0,AUT,29.0,2001
206,8527,,Leonel SUÁREZ,1987-09-01,CUB,3,"National Stadium, Beijing (CHN)",2008-08-22,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8527.0,CHN,20.0,2008
209,8526,,Francisco Javier BENET,1968-03-25,ESP,2,Alhama de Murcia (ESP),1998-05-17,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8526.0,ESP,30.0,1998
209,8526,,Kristjan RAHNU,1979-08-29,EST,1,Arles (FRA),2005-06-05,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8526.0,FRA,25.0,2005
209,8526,,Roman ŠEBRLE,1974-11-26,CZE,1,"Ullevi Stadium, Göteborg (SWE)",2006-08-11,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8526.0,SWE,31.0,2006
212,8525,,Michael SMITH,1967-09-16,CAN,1,Auckland (NZL),1990-01-29,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8525.0,NZL,22.0,1990
212,8525,,Tom PAPPAS,1976-09-06,USA,1,Talence (FRA),2002-09-22,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8525.0,FRA,26.0,2002
214,8524,,Sébastien LEVICQ,1971-06-25,FRA,4,"La Cartuja, Sevilla (ESP)",1999-08-25,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8524.0,ESP,28.0,1999
214,8524,,Janek ÕIGLANE,1994-04-25,EST,6,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-26,1208.0,decathlon,combined-events,male,senior,decathlon,mixed,8524.0,HUN,29.0,2023
216,8523,,Leonel SUÁREZ,1987-09-01,CUB,3,"Olympic Stadium, London (GBR)",2012-08-09,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8523.0,GBR,24.0,2012
216,8523,,Damian WARNER,1989-11-04,CAN,1,"Mösle-Stadium, Götzis (AUT)",2016-05-29,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8523.0,AUT,26.0,2016
218,8522,,Frank BUSEMANN,1975-02-26,GER,1,Lage (GER),1996-06-16,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8522.0,GER,21.0,1996
218,8522,,Michael SCHRADER,1987-07-01,GER,1,"Mösle-Stadium, Götzis (AUT)",2009-05-31,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8522.0,AUT,21.0,2009
220,8521,,Roman ŠEBRLE,1974-11-26,CZE,2,"Olympiastadion, Helsinki (FIN)",2005-08-10,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8521.0,FIN,30.0,2005
220,8521,,Larbi BOURRADA,1988-05-10,ALG,5,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-18,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8521.0,BRA,28.0,2016
220,8521,,Kevin MAYER,1992-02-10,FRA,2,"Letzigrund, Zürich (SUI)",2014-08-13,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8521.0,SUI,22.0,2014
223,8519,,Hans VAN ALPHEN,1982-01-12,BEL,1,"Mösle-Stadium, Götzis (AUT)",2012-05-27,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8519.0,AUT,30.0,2012
223,8519,,Guido KRATSCHMER,1953-01-10,FRG,1,Götzis (AUT),1986-05-25,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8519.0,AUT,33.0,1986
225,8518,,Christian PLAZIAT,1963-10-28,FRA,1,Helmond (NED),1991-07-07,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8518.0,NED,27.0,1991
225,8518,,Roman ŠEBRLE,1974-11-26,CZE,2,"Mösle-Stadium, Götzis (AUT)",2007-05-27,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8518.0,AUT,32.0,2007
225,8518,,Trey HARDEE,1984-02-07,USA,1,"Mösle-Stadium, Götzis (AUT)",2014-06-01,1207.0,decathlon,combined-events,male,senior,decathlon,mixed,8518.0,AUT,30.0,2014
228,8517,,Tom PAPPAS,1976-09-06,USA,2,"Sacramento, CA (USA)",2004-07-17,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8517.0,USA,27.0,2004
228,8517,,Sander SKOTHEIM,2002-05-31,NOR,2,"Stade Pierre Paul Bernard, Talence (FRA)",2024-09-15,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8517.0,FRA,22.0,2024
228,8517,,Sven ROOSEN,2001-07-27,NED,2,"Mösle-Stadium, Götzis (AUT)",2024-05-19,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8517.0,AUT,22.0,2024
231,8516,,Zachery ZIEMEK,1993-02-23,USA,2,"Hayward Field, Eugene, OR (USA)",2024-06-22,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8516.0,USA,31.0,2024
231,8516,,Trey HARDEE,1984-02-07,USA,2,"Mösle-Stadium, Götzis (AUT)",2009-05-31,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8516.0,AUT,25.0,2009
233,8514,,Pascal BEHRENBRUCH,1985-01-19,GER,1,"Stadionring, Ratingen (GER)",2013-06-16,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8514.0,GER,28.0,2013
233,8514,,Tomáš DVOŘÁK,1972-05-11,CZE,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2001-09-07,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8514.0,AUS,29.0,2001
233,8514,,Maicel UIBO,1992-12-27,EST,2,"Mösle-Stadium, Götzis (AUT)",2018-05-27,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8514.0,AUT,25.0,2018
236,8513,,Damian WARNER,1989-11-04,CAN,1,"Estadio Atlético de la VIDENA, Lima (PER)",2019-08-07,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8513.0,PER,29.0,2019
237,8512,,Dmitriy KARPOV,1981-07-23,KAZ,3,Götzis (AUT),2004-05-30,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8512.0,AUT,22.0,2004
237,8512,,Damian WARNER,1989-11-04,CAN,3,"Luzhniki Stadion, Moskva (RUS)",2013-08-11,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8512.0,RUS,23.0,2013
239,8511,,Tom PAPPAS,1976-09-06,USA,3,"Eugene, OR (USA)",2008-06-30,1206.0,decathlon,combined-events,male,senior,decathlon,mixed,8511.0,USA,31.0,2008
240,8509,,Oleksandr YURKOV,1975-07-21,UKR,3,Götzis (AUT),2002-06-02,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8509.0,AUT,26.0,2002
240,8509,,Kurt FELIX,1988-07-04,GRN,2,"Stadionring, Ratingen (GER)",2017-06-25,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8509.0,GER,28.0,2017
242,8508,,Zachery ZIEMEK,1993-02-23,USA,2,"Hayward Field, Eugene, OR (USA)",2023-07-07,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8508.0,USA,30.0,2023
243,8506,,Tomáš DVOŘÁK,1972-05-11,CZE,5,"Népstadion, Budapest (HUN)",1998-08-20,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8506.0,HUN,26.0,1998
243,8506,,Eelco SINTNICOLAAS,1987-04-07,NED,2,"Mösle-Stadium, Götzis (AUT)",2012-05-27,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8506.0,AUT,25.0,2012
243,8506,,Valter KÜLVET,1964-02-19,URS,1,Staiki (BLR),1988-07-02,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8506.0,BLR,24.0,1988
243,8506,,Bryan CLAY,1980-01-03,USA,1,"Carson, CA (USA)",2005-06-24,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8506.0,USA,25.0,2005
247,8505,,Christian PLAZIAT,1963-10-28,FRA,1,Vénissieux (FRA),1994-07-03,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8505.0,FRA,30.0,1994
247,8505,,Ashton EATON,1988-01-21,USA,2,"DS, Daegu (KOR)",2011-08-28,1205.0,decathlon,combined-events,male,senior,decathlon,mixed,8505.0,KOR,23.0,2011
249,8504,,Dmitriy KARPOV,1981-07-23,KAZ,1,"Mösle-Stadium, Götzis (AUT)",2008-06-01,1204.0,decathlon,combined-events,male,senior,decathlon,mixed,8504.0,AUT,26.0,2008
250,8501,,Leonel SUÁREZ,1987-09-01,CUB,3,"DS, Daegu (KOR)",2011-08-28,1204.0,decathlon,combined-events,male,senior,decathlon,mixed,8501.0,KOR,24.0,2011
251,8500,,Harrison WILLIAMS,1996-03-07,USA,7,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-26,1204.0,decathlon,combined-events,male,senior,decathlon,mixed,8500.0,HUN,27.0,2023
251,8500,,Christian SCHENK,1965-02-09,GER,4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-20,1204.0,decathlon,combined-events,male,senior,decathlon,mixed,8500.0,GER,28.0,1993
253,8498,,Ilya SHKURENYOV,1991-01-11,RUS,3,"Letzigrund, Zürich (SUI)",2014-08-13,1204.0,decathlon,combined-events,male,senior,decathlon,mixed,8498.0,SUI,23.0,2014
254,8497,,Aleksey SYSOYEV,1985-03-08,RUS,2,"Mösle-Stadium, Götzis (AUT)",2008-06-01,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8497.0,AUT,23.0,2008
255,8496,,Yordani GARCÍA,1988-11-21,CUB,1,La Habana (CUB),2009-05-30,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8496.0,CUB,20.0,2009
256,8494,,Ilya SHKURENYOV,1991-01-11,ANA,4,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8494.0,QAT,28.0,2019
256,8494,,Lev LOBODIN,1969-04-01,RUS,5,"La Cartuja, Sevilla (ESP)",1999-08-25,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8494.0,ESP,30.0,1999
258,8493,,Bryan CLAY,1980-01-03,USA,3,"Mösle-Stadium, Götzis (AUT)",2007-05-27,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8493.0,AUT,27.0,2007
259,8492,,Ashley MOLONEY,2000-03-13,AUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2020-12-20,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8492.0,AUS,20.0,2020
259,8492,,Tomáš DVOŘÁK,1972-05-11,CZE,2,Götzis (AUT),1996-05-26,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8492.0,AUT,24.0,1996
259,8492,,Harrison WILLIAMS,1996-03-07,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-04-13,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8492.0,USA,27.0,2023
259,8492,,Andrei KRAUCHANKA,1986-01-04,BLR,1,"Gyulai István Atlétika Stadion, Debrecen (HUN)",2007-07-12,1203.0,decathlon,combined-events,male,senior,decathlon,mixed,8492.0,HUN,21.0,2007
263,8491,,Markus ROOTH,2001-12-22,NOR,8,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-26,1202.0,decathlon,combined-events,male,senior,decathlon,mixed,8491.0,HUN,21.0,2023
264,8490,,Jagan HAMES,1975-10-31,AUS,1,Kuala Lumpur (MAS),1998-09-18,1202.0,decathlon,combined-events,male,senior,decathlon,mixed,8490.0,MAS,22.0,1998
265,8489,,Eduard HÄMÄLÄINEN,1969-01-21,BLR,2,"Ullevi Stadium, Göteborg (SWE)",1995-08-07,1202.0,decathlon,combined-events,male,senior,decathlon,mixed,8489.0,SWE,26.0,1995
266,8488,,Christian SCHENK,1965-02-09,GDR,1,"Olympic Stadium, Seoul (KOR)",1988-09-29,1202.0,decathlon,combined-events,male,senior,decathlon,mixed,8488.0,KOR,23.0,1988
266,8488,,Kai KAZMIREK,1991-01-28,GER,3,"Olympic Stadium, London (GBR)",2017-08-12,1202.0,decathlon,combined-events,male,senior,decathlon,mixed,8488.0,GBR,26.0,2017
268,8485,,Stefan SCHMID,1970-05-06,GER,1,"Stadionring, Ratingen (GER)",2000-07-23,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8485.0,GER,30.0,2000
268,8485,,Christian PLAZIAT,1963-10-28,FRA,1,Götzis (AUT),1989-06-18,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8485.0,AUT,25.0,1989
268,8485,,Steven BASTIEN,1994-03-04,USA,2,"Hayward Field, Eugene, OR (USA)",2021-06-20,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8485.0,USA,27.0,2021
271,8484,,Niklas KAUL,1998-02-11,GER,1,"Stadionring, Ratingen (GER)",2023-06-18,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8484.0,GER,25.0,2023
271,8484,,Johannes ERM,1998-03-26,EST,9,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-26,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8484.0,HUN,25.0,2023
271,8484,,Karel TILGA,1998-02-05,EST,1,"Spec Towns Track, Athens, GA (USA)",2021-04-10,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8484.0,USA,23.0,2021
274,8483,,Bryan CLAY,1980-01-03,USA,1,"Mösle-Stadium, Götzis (AUT)",2010-05-30,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8483.0,AUT,30.0,2010
275,8482,,Bryan CLAY,1980-01-03,USA,2,"Palo Alto, CA (USA)",2003-06-22,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8482.0,USA,23.0,2003
275,8482,,Karel TILGA,1998-02-05,EST,1,"Stadio Tre Stelle, Desenzano del Garda (ITA)",2023-04-30,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8482.0,ITA,25.0,2023
277,8481,,Arthur ABELE,1986-07-30,GER,1,"Stadionring, Ratingen (GER)",2018-06-17,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8481.0,GER,31.0,2018
277,8481,,Christian SCHENK,1965-02-09,GDR,1,Götzis (AUT),1990-06-17,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8481.0,AUT,25.0,1990
279,8480,,Attila ZSIVOCZKY-PANDEL,1977-04-29,HUN,2,"Mösle-Stadium, Götzis (AUT)",2005-05-29,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8480.0,AUT,28.0,2005
280,8479,,Oleksiy KASYANOV,1985-08-26,UKR,3,"Olympiastadion, Berlin (GER)",2009-08-20,1201.0,decathlon,combined-events,male,senior,decathlon,mixed,8479.0,GER,24.0,2009
281,8478,,Eelco SINTNICOLAAS,1987-04-07,NED,4,"Letzigrund, Zürich (SUI)",2014-08-13,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8478.0,SUI,27.0,2014
281,8478,,Antonio PEÑALVER,1968-12-01,ESP,1,Alhama de Murcia (ESP),1992-05-24,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8478.0,ESP,23.0,1992
281,8478,,Eduard HÄMÄLÄINEN,1969-01-21,BLR,1,Talence (FRA),1996-09-15,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8478.0,FRA,27.0,1996
281,8478,,Leo NEUGEBAUER,2000-06-19,GER,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-03-30,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8478.0,USA,22.0,2023
281,8478,,Kai KAZMIREK,1991-01-28,GER,3,"Stadionring, Ratingen (GER)",2017-06-25,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8478.0,GER,26.0,2017
286,8477,,Roman ŠEBRLE,1974-11-26,CZE,6,"Népstadion, Budapest (HUN)",1998-08-20,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8477.0,HUN,23.0,1998
286,8477,,Arthur ABELE,1986-07-30,GER,5,"Letzigrund, Zürich (SUI)",2014-08-13,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8477.0,SUI,28.0,2014
288,8476,,Kevin MAYER,1992-02-10,FRA,5,"Stadio Olimpico, Roma (ITA)",2024-06-11,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8476.0,ITA,32.0,2024
288,8476,,Garrett SCANTLING,1993-05-19,USA,2,"Spec Towns Track, Athens, GA (USA)",2021-04-10,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8476.0,USA,27.0,2021
290,8475,,Aleksey DROZDOV,1983-12-03,RUS,4,"Yanmar Stadium Nagai, Osaka (JPN)",2007-09-01,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8475.0,JPN,23.0,2007
291,8474,,Lindon VICTOR,1993-02-28,GRN,5,"Hayward Field, Eugene, OR (USA)",2022-07-24,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8474.0,USA,29.0,2022
292,8473,,Lindon VICTOR,1993-02-28,GRN,2,"Mösle-Stadium, Götzis (AUT)",2019-05-26,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8473.0,AUT,26.0,2019
292,8473,,Uwe FREIMUTH,1961-09-10,GDR,1,Götzis (AUT),1985-05-26,1200.0,decathlon,combined-events,male,senior,decathlon,mixed,8473.0,AUT,23.0,1985
294,8472,,Lindon VICTOR,1993-02-28,GRN,1,"Austin, TX (USA)",2017-03-30,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8472.0,USA,24.0,2017
295,8471,,Zachery ZIEMEK,1993-02-23,USA,3,"Hayward Field, Eugene, OR (USA)",2021-06-20,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8471.0,USA,28.0,2021
295,8471,,Kai KAZMIREK,1991-01-28,GER,2,"Mösle-Stadium, Götzis (AUT)",2014-06-01,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8471.0,AUT,23.0,2014
297,8470,,Heath BALDWIN,2001-02-08,USA,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2024-04-18,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8470.0,USA,23.0,2024
297,8470,,Jón Arnar MAGNÚSSON,1969-07-28,ISL,5,Götzis (AUT),1997-06-01,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8470.0,AUT,27.0,1997
299,8469,,Kevin MAYER,1992-02-10,FRA,1,Arona (ESP),2015-06-07,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8469.0,ESP,23.0,2015
300,8468,,Simon EHAMMER,2000-02-07,SUI,2,"Olympiastadion, München (GER)",2022-08-16,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8468.0,GER,22.0,2022
301,8467,,Tom PAPPAS,1976-09-06,USA,1,"Sacramento, CA (USA)",2000-07-21,1199.0,decathlon,combined-events,male,senior,decathlon,mixed,8467.0,USA,23.0,2000
302,8465,,Lev LOBODIN,1969-04-01,RUS,4,Götzis (AUT),2001-05-27,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8465.0,AUT,32.0,2001
302,8465,,Trey HARDEE,1984-02-07,USA,1,"Austin, TX (USA)",2006-04-06,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8465.0,USA,22.0,2006
304,8463,,Tom PAPPAS,1976-09-06,USA,1,"Tucson, AZ (USA)",1999-03-18,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8463.0,USA,22.0,1999
304,8463,,Steve FRITZ,1967-11-01,USA,4,"Olympic Stadium, Athina (GRE)",1997-08-06,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8463.0,GRE,29.0,1997
306,8462,,Kai KAZMIREK,1991-01-28,GER,1,"Mösle-Stadium, Götzis (AUT)",2015-05-31,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8462.0,AUT,24.0,2015
306,8462,,Johannes ERM,1998-03-26,EST,3,"Mösle-Stadium, Götzis (AUT)",2024-05-19,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8462.0,AUT,26.0,2024
308,8461,,Siegfried WENTZ,1960-03-07,FRG,2,"Stadio Olimpico, Roma (ITA)",1987-09-04,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8461.0,ITA,27.0,1987
308,8461,,Mike MACZEY,1972-09-28,GER,7,Götzis (AUT),2000-06-04,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8461.0,AUT,27.0,2000
308,8461,,Larbi BOURRADA,1988-05-10,ALG,5,"National Stadium, Beijing (CHN)",2015-08-29,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8461.0,CHN,27.0,2015
311,8460,,Paul MEIER,1971-07-27,GER,2,Götzis (AUT),1993-05-30,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8460.0,AUT,21.0,1993
311,8460,,Erki NOOL,1970-06-25,EST,2,Götzis (AUT),1999-05-30,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8460.0,AUT,28.0,1999
311,8460,,Leonel SUÁREZ,1987-09-01,CUB,6,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-18,1198.0,decathlon,combined-events,male,senior,decathlon,mixed,8460.0,BRA,28.0,2016
314,8459,,Eduard HÄMÄLÄINEN,1969-01-21,BLR,2,Talence (FRA),1994-09-11,1197.0,decathlon,combined-events,male,senior,decathlon,mixed,8459.0,FRA,25.0,1994
